aX,aY,aZ,gX,gY,gZ
-0.848,0.919,-0.348,18.921,-134.644,-50.598
-0.819,0.935,-0.332,44.617,-140.076,-47.852
-0.795,0.911,-0.308,69.824,-145.996,-44.434
-0.754,0.847,-0.321,94.055,-151.184,-40.344
-0.712,0.807,-0.364,115.417,-155.884,-32.715
-0.679,0.756,-0.422,127.686,-161.743,-24.963
-0.639,0.724,-0.518,129.333,-168.274,-17.761
-0.657,0.692,-0.606,123.230,-175.110,-13.733
-0.682,0.654,-0.668,113.098,-183.411,-8.667
-0.709,0.634,-0.677,106.262,-189.880,-1.587
-0.709,0.655,-0.636,102.295,-194.336,6.775
-0.681,0.693,-0.604,100.708,-197.754,13.733
-0.662,0.765,-0.605,105.957,-202.271,18.311
-0.663,0.815,-0.575,122.620,-207.092,21.973
-0.651,0.830,-0.503,143.494,-212.341,26.367
-0.627,0.880,-0.460,170.166,-217.712,31.555
-0.602,0.922,-0.462,200.623,-224.121,35.828
-0.605,0.937,-0.482,229.248,-231.567,38.574
-0.605,0.921,-0.497,247.559,-238.342,40.405
-0.609,0.878,-0.459,255.554,-245.544,41.016
-0.619,0.831,-0.328,254.822,-250.366,40.710
-0.614,0.824,-0.224,247.681,-251.648,38.757
-0.619,0.866,-0.154,239.807,-251.770,34.119
-0.611,0.868,-0.056,228.271,-251.404,25.879
-0.585,0.851,-0.036,217.163,-249.634,15.076
-0.603,0.853,0.070,205.383,-247.864,2.808
-0.609,0.905,0.212,197.021,-247.375,-7.812
-0.612,0.918,0.372,192.505,-242.615,-19.470
-0.615,0.978,0.540,191.223,-235.413,-28.687
-0.622,1.006,0.744,195.129,-226.013,-37.292
-0.615,0.967,0.866,203.186,-213.623,-44.373
-0.564,0.933,0.879,220.215,-198.608,-49.133
-0.595,0.924,0.947,230.530,-178.589,-58.411
-0.564,0.991,0.895,248.840,-157.043,-64.819
-0.529,0.881,0.769,269.165,-143.982,-66.895
-0.547,0.601,0.681,278.748,-134.644,-61.401
-0.533,0.319,0.567,277.405,-119.873,-50.110
-0.544,0.069,0.576,250.793,-89.417,-42.297
-0.488,-0.104,0.659,214.478,-49.438,-38.086
-0.421,-0.173,0.737,183.960,-15.991,-36.499
-0.326,-0.198,0.795,151.855,3.235,-32.654
-0.287,-0.238,0.833,123.108,6.165,-27.100
-0.272,-0.247,0.846,99.487,-0.916,-20.935
-0.257,-0.118,0.884,74.036,-6.226,-18.494
-0.290,-0.006,0.894,54.382,-8.850,-14.954
-0.308,0.077,0.923,31.067,-7.812,-9.583
-0.324,0.224,0.891,13.672,-6.042,-5.493
-0.346,0.351,0.889,-0.427,-1.465,-1.892
-0.364,0.467,0.849,-6.531,6.775,0.793
-0.332,0.549,0.784,-6.348,15.137,5.066
-0.309,0.593,0.757,-7.019,24.109,8.423
-0.302,0.605,0.712,-2.625,29.114,12.451
-0.293,0.628,0.681,-1.465,33.630,15.625
-0.283,0.639,0.674,-3.540,37.231,18.433
-0.274,0.652,0.637,-3.601,38.574,20.569
-0.283,0.683,0.628,-3.540,40.344,21.790
-0.305,0.661,0.627,-4.150,41.565,22.522
-0.306,0.680,0.597,-4.883,40.527,23.315
-0.297,0.669,0.609,-12.878,42.725,21.606
-0.279,0.690,0.602,-18.127,44.312,19.714
-0.272,0.706,0.566,-21.973,43.457,18.860
-0.276,0.723,0.560,-27.893,42.725,17.944
-0.283,0.760,0.544,-30.334,43.030,17.761
-0.294,0.791,0.546,-32.166,43.335,17.700
-0.305,0.817,0.537,-30.334,42.603,17.212
-0.307,0.818,0.552,-26.733,42.480,16.357
-0.331,0.821,0.557,-23.621,43.457,15.259
-0.312,0.812,0.574,-20.081,47.180,15.259
-0.300,0.786,0.565,-19.470,47.607,15.320
-0.286,0.750,0.541,-18.494,45.410,15.381
-0.272,0.717,0.515,-21.362,45.837,15.015
-0.262,0.694,0.498,-25.818,46.326,14.404
-0.252,0.693,0.486,-31.372,46.814,13.855
-0.251,0.721,0.476,-36.133,46.143,13.916
-0.257,0.753,0.471,-39.734,44.739,14.343
-0.268,0.775,0.476,-41.382,43.396,15.015
-0.284,0.788,0.488,-41.565,42.419,15.564
-0.293,0.797,0.501,-39.795,42.480,15.869
-0.298,0.797,0.514,-37.476,43.091,15.503
-0.297,0.790,0.523,-35.278,43.274,15.015
-0.292,0.786,0.526,-33.142,44.250,14.648
-0.278,0.776,0.528,-33.020,44.556,13.916
-0.268,0.767,0.514,-33.386,41.809,13.184
-0.260,0.771,0.501,-34.363,39.673,12.390
-0.255,0.782,0.492,-35.706,38.147,11.475
-0.259,0.798,0.488,-36.438,35.950,10.681
-0.269,0.817,0.496,-35.339,34.119,10.376
-0.279,0.834,0.519,-33.569,32.654,10.193
-0.287,0.846,0.541,-30.579,31.433,10.132
-0.286,0.846,0.556,-27.222,30.884,10.315
-0.282,0.838,0.560,-23.132,29.663,10.437
-0.265,0.825,0.558,-19.958,28.931,10.498
-0.260,0.813,0.531,-16.968,26.611,10.071
-0.250,0.801,0.527,-14.832,24.719,10.010
-0.256,0.802,0.508,-13.733,22.339,9.766
-0.240,0.795,0.508,-13.062,19.897,9.827
-0.245,0.788,0.496,-13.428,16.968,9.949
-0.246,0.782,0.487,-13.977,15.076,9.888
-0.243,0.782,0.489,-15.198,13.611,9.583
-0.237,0.774,0.485,-14.282,12.268,10.193
-0.235,0.770,0.481,-14.893,9.949,10.193
-0.233,0.767,0.488,-15.869,8.606,9.705
-0.227,0.777,0.482,-14.587,7.629,10.315
-0.227,0.779,0.486,-13.550,6.836,10.803
-0.232,0.781,0.491,-13.000,6.042,10.864
-0.232,0.797,0.494,-11.108,4.883,11.414
-0.232,0.811,0.493,-9.277,4.211,11.597
-0.234,0.811,0.482,-6.958,3.235,11.719
-0.233,0.809,0.477,-5.249,2.319,11.719

-0.536,0.808,-0.297,-110.840,-41.870,-34.302
-0.527,0.783,-0.333,-94.788,-41.260,-31.250
-0.482,0.981,-0.436,-78.613,-40.649,-25.696
-0.554,0.755,-0.381,-46.387,-50.293,-26.672
-0.510,0.792,-0.401,-51.086,-47.607,-25.696
-0.503,0.784,-0.433,-45.776,-44.495,-21.118
-0.511,0.768,-0.459,-36.621,-45.654,-19.409
-0.521,0.773,-0.495,-27.466,-48.767,-18.921
-0.533,0.779,-0.526,-19.470,-52.368,-18.066
-0.541,0.794,-0.551,-10.620,-56.946,-17.212
-0.548,0.820,-0.574,0.427,-62.073,-16.724
-0.556,0.843,-0.596,13.611,-67.688,-16.296
-0.574,0.867,-0.609,29.114,-73.975,-15.991
-0.611,0.880,-0.598,48.279,-80.566,-15.198
-0.654,0.894,-0.590,72.571,-86.975,-13.733
-0.690,0.858,-0.578,96.191,-92.590,-11.963
-0.717,0.832,-0.605,117.310,-98.206,-10.315
-0.723,0.793,-0.633,135.559,-104.187,-8.667
-0.713,0.761,-0.631,153.076,-110.535,-6.897
-0.695,0.746,-0.621,169.678,-117.493,-4.700
-0.670,0.761,-0.650,187.683,-124.573,-2.136
-0.659,0.781,-0.675,207.703,-132.507,0.427
-0.662,0.789,-0.669,231.506,-141.663,3.784
-0.670,0.806,-0.650,256.836,-151.062,7.507
-0.669,0.804,-0.617,281.067,-159.851,11.108
-0.657,0.828,-0.617,302.673,-169.067,13.855
-0.667,0.818,-0.638,317.810,-178.955,15.137
-0.682,0.816,-0.643,325.500,-188.232,15.137
-0.680,0.819,-0.618,326.599,-197.083,14.771
-0.699,0.787,-0.565,323.669,-206.116,14.465
-0.684,0.813,-0.530,321.716,-214.294,13.672
-0.677,0.783,-0.442,313.110,-220.093,10.559
-0.665,0.760,-0.393,301.758,-225.403,6.531
-0.632,0.766,-0.363,291.077,-229.675,0.854
-0.680,0.736,-0.389,284.485,-233.276,-6.409
-0.723,0.758,-0.216,285.889,-244.202,-9.766
-0.778,0.851,0.072,292.053,-245.911,-13.428
-0.824,0.876,0.278,303.650,-235.046,-18.616
-0.830,0.913,0.481,318.115,-219.543,-24.170
-0.814,0.950,0.693,339.417,-201.721,-30.029
-0.695,0.955,0.843,363.220,-183.716,-37.781
-0.735,0.940,0.936,391.724,-169.495,-51.697
-0.670,0.972,0.817,436.340,-157.043,-63.171
-0.588,0.928,0.629,438.843,-135.132,-78.735
-0.575,0.712,0.757,400.146,-109.070,-97.412
-0.498,0.555,0.755,404.907,-95.520,-104.065
-0.398,0.457,0.565,415.039,-90.759,-111.084
-0.402,0.109,0.448,393.799,-86.121,-118.835
-0.400,-0.414,0.533,305.847,-72.632,-120.056
-0.309,-0.723,0.492,252.686,-68.848,-99.609
-0.318,-0.929,0.548,182.434,-62.256,-83.130
-0.346,-0.924,0.701,103.455,-50.903,-78.064
-0.339,-0.716,0.831,44.678,-45.593,-78.125
-0.355,-0.448,0.886,13.245,-43.945,-81.238
-0.339,-0.265,0.929,-4.456,-37.231,-78.857
-0.321,-0.132,1.009,-19.592,-28.137,-67.505
-0.266,-0.012,1.095,-20.874,-19.226,-50.293
-0.235,0.041,1.082,2.380,-12.634,-31.311
-0.217,-0.060,1.031,25.635,-8.118,-11.047
-0.204,-0.104,0.986,36.377,-5.981,4.272
-0.207,-0.071,0.916,34.302,-4.517,13.977
-0.236,-0.071,0.904,13.672,2.197,19.775
-0.264,-0.050,0.894,-1.648,8.118,25.391
-0.274,0.018,0.859,-3.296,9.705,32.288
-0.260,0.097,0.811,-5.737,11.414,37.170
-0.247,0.177,0.790,-12.756,13.916,40.161
-0.249,0.262,0.787,-20.813,13.306,42.114
-0.239,0.282,0.677,-30.396,11.902,41.809
-0.308,0.427,0.849,-51.208,10.681,40.955
-0.321,0.486,0.818,-47.668,10.986,38.269
-0.317,0.510,0.834,-44.373,8.728,36.560
-0.327,0.561,0.869,-46.326,10.498,33.203
-0.340,0.588,0.889,-45.837,12.451,30.212
-0.343,0.602,0.893,-40.039,14.832,28.259
-0.354,0.608,0.923,-36.743,16.052,25.391
-0.328,0.598,0.854,-31.311,18.921,23.987
-0.328,0.567,0.848,-30.701,19.531,22.949
-0.295,0.532,0.764,-19.714,18.311,24.475
-0.289,0.505,0.759,-22.644,19.592,23.193
-0.311,0.507,0.760,-26.672,18.127,20.752
-0.319,0.537,0.775,-30.090,17.578,18.188
-0.330,0.565,0.788,-32.043,16.479,15.564
-0.330,0.574,0.789,-28.809,14.954,14.038
-0.329,0.574,0.790,-25.940,14.282,12.939
-0.335,0.580,0.799,-22.522,14.099,11.719
-0.340,0.571,0.802,-19.226,14.832,10.742
-0.335,0.558,0.792,-15.381,14.648,10.132
-0.330,0.550,0.784,-12.512,14.526,9.644
-0.324,0.535,0.765,-9.827,14.282,8.911
-0.318,0.508,0.747,-8.179,13.733,8.667
-0.319,0.502,0.735,-7.690,12.634,9.033
-0.329,0.505,0.726,-7.996,12.085,8.972
-0.340,0.503,0.712,-8.667,11.047,8.606
-0.342,0.502,0.702,-8.850,9.766,8.362
-0.347,0.506,0.721,-10.742,9.216,7.507
-0.351,0.513,0.736,-12.573,9.949,6.531
-0.345,0.521,0.748,-13.672,10.437,5.859
-0.340,0.528,0.751,-13.611,10.864,5.615
-0.333,0.532,0.750,-13.672,11.108,5.615
-0.323,0.528,0.741,-13.184,11.475,5.798
-0.317,0.537,0.739,-12.085,11.475,6.226
-0.322,0.554,0.747,-11.841,12.146,6.409
-0.323,0.556,0.744,-11.414,12.390,6.775
-0.317,0.550,0.733,-9.460,12.390,7.324
-0.307,0.550,0.727,-7.874,12.756,7.690
-0.308,0.556,0.732,-7.996,13.184,7.812
-0.313,0.551,0.736,-7.690,13.123,7.935
-0.318,0.547,0.731,-6.531,13.000,8.057
-0.322,0.539,0.732,-6.348,12.939,7.996
-0.325,0.543,0.735,-7.324,13.000,7.812
-0.327,0.541,0.736,-9.094,13.245,7.446
-0.322,0.536,0.726,-9.766,13.123,6.958
-0.317,0.531,0.719,-11.047,12.756,6.287
-0.313,0.539,0.718,-12.878,12.390,5.676
-0.310,0.550,0.714,-14.282,11.841,5.310
-0.307,0.556,0.712,-14.893,11.292,5.310
-0.305,0.563,0.725,-16.052,10.620,5.432
-0.306,0.574,0.731,-15.442,10.315,5.798
-0.309,0.573,0.737,-14.221,9.949,5.981

-0.992,0.010,-0.100,-7.263,-9.338,0.671
-0.995,0.015,-0.095,-7.690,-9.094,1.099
-1.001,0.012,-0.086,-8.484,-8.789,1.770
-1.003,0.001,-0.077,-9.949,-8.179,2.625
-0.999,0.003,-0.078,-11.230,-7.446,3.540
-1.000,0.005,-0.074,-12.756,-7.019,3.906
-1.001,0.004,-0.072,-15.259,-6.531,3.967
-1.000,-0.001,-0.069,-18.799,-5.920,4.211
-1.003,-0.008,-0.051,-24.658,-4.761,4.150
-1.012,-0.002,-0.038,-30.518,-3.540,4.028
-1.019,0.017,-0.033,-34.790,-2.319,3.784
-1.022,0.048,-0.029,-36.316,-1.648,3.357
-1.019,0.082,-0.021,-36.926,-1.343,2.136
-1.011,0.115,-0.015,-37.048,-0.488,0.427
-1.004,0.143,-0.004,-37.170,0.183,-1.526
-0.999,0.159,0.017,-38.391,1.343,-3.540
-1.001,0.165,0.024,-38.696,2.747,-5.127
-0.992,0.168,0.003,-38.208,2.808,-6.104
-0.988,0.205,0.003,-39.917,2.502,-8.545
-1.004,0.188,0.002,-41.199,2.197,-11.902
-1.014,0.235,-0.002,-45.227,1.953,-14.099
-1.029,0.310,-0.029,-45.044,1.709,-16.541
-1.038,0.356,-0.047,-45.898,0.916,-19.592
-1.048,0.389,-0.059,-46.387,0.427,-23.315
-1.054,0.395,-0.035,-49.072,2.136,-27.222
-1.052,0.418,-0.009,-48.706,5.493,-32.959
-1.044,0.431,0.010,-49.011,8.545,-37.842
-1.026,0.438,0.022,-45.410,9.521,-42.053
-1.023,0.449,0.004,-35.339,8.728,-48.157
-1.021,0.456,-0.029,-30.029,7.935,-53.650
-1.026,0.427,-0.013,-32.654,5.920,-58.411
-1.041,0.401,0.008,-20.203,2.197,-64.514
-1.075,0.515,-0.068,-1.465,-1.831,-72.021
-1.111,0.567,-0.085,-8.606,-2.563,-79.712
-1.149,0.612,-0.106,-9.399,-2.136,-88.196
-1.178,0.668,-0.120,-0.977,-2.136,-97.046
-1.199,0.750,-0.168,6.714,-2.136,-107.910
-1.221,0.799,-0.173,5.493,-0.793,-120.728
-1.255,0.813,-0.178,5.493,0.610,-133.911
-1.302,0.815,-0.161,4.639,1.587,-146.851
-1.347,0.794,-0.149,6.775,2.258,-159.546
-1.366,0.790,-0.149,10.986,2.502,-171.631
-1.469,0.796,-0.012,12.085,2.502,-182.373
-1.426,0.732,-0.191,24.841,7.690,-190.369
-1.516,0.633,0.045,-4.456,0.549,-206.177
-1.518,0.704,-0.137,26.917,1.221,-203.369
-1.469,0.771,-0.128,29.236,2.075,-214.905
-1.469,0.846,-0.215,38.025,4.517,-230.591
-1.459,0.871,-0.215,46.265,8.972,-243.958
-1.487,0.914,-0.210,51.697,16.663,-251.221
-1.446,0.922,-0.117,53.040,24.048,-256.348
-1.471,0.786,-0.108,46.143,18.372,-257.202
-1.418,0.880,-0.115,64.697,14.648,-257.080
-1.311,0.769,-0.085,32.959,2.869,-249.634
-1.254,0.683,-0.076,7.690,-8.728,-244.629
-1.187,0.596,-0.031,-0.305,-14.771,-240.173
-1.096,0.510,-0.010,9.338,-15.381,-233.643
-0.990,0.405,0.003,27.527,-11.292,-226.318
-0.883,0.304,-0.005,42.480,-7.019,-217.957
-0.774,0.243,-0.013,49.194,-4.211,-207.703
-0.682,0.245,-0.025,53.711,-2.747,-195.618
-0.600,0.276,-0.053,57.007,-3.540,-182.922
-0.550,0.292,-0.032,58.655,-4.883,-170.288
-0.511,0.271,-0.027,61.218,-3.784,-154.724
-0.464,0.230,-0.058,64.026,-0.183,-137.939
-0.436,0.215,-0.087,69.519,3.418,-121.216
-0.421,0.213,-0.099,72.510,4.272,-105.835
-0.421,0.187,-0.101,67.627,4.883,-91.919
-0.415,0.181,-0.112,58.228,5.981,-77.576
-0.396,0.173,-0.070,52.612,5.615,-64.148
-0.385,0.141,-0.012,41.687,4.822,-51.147
-0.369,0.086,0.029,26.062,5.859,-38.757
-0.350,0.060,0.047,8.789,8.240,-28.198
-0.309,0.126,0.074,-19.287,6.653,-19.226
-0.269,0.066,0.078,-65.002,-0.427,-7.202
-0.254,0.108,0.080,-87.402,-7.202,-7.568
-0.258,0.223,0.044,-112.549,-10.315,-8.606
-0.259,0.272,0.035,-137.756,-11.841,-5.493
-0.246,0.506,-0.381,-140.869,-13.672,-0.916
-0.306,0.279,0.138,-213.623,-1.038,1.160
-0.372,0.412,-0.221,-184.082,-1.221,9.644
-0.394,0.334,0.031,-204.773,0.183,11.353
-0.401,0.418,-0.154,-106.689,-5.310,23.560
-0.437,0.529,-0.213,-80.078,-4.089,27.527
-0.459,0.607,-0.260,-63.538,0.732,31.189
-0.488,0.610,-0.227,-61.768,5.920,34.241
-0.514,0.607,-0.175,-60.547,9.644,38.208
-0.541,0.563,-0.120,-59.082,11.963,44.128
-0.548,0.522,-0.075,-54.810,12.817,52.368
-0.556,0.488,-0.053,-50.476,13.672,60.486
-0.566,0.481,-0.060,-41.626,13.794,67.688
-0.576,0.479,-0.078,-32.959,13.794,73.853
-0.594,0.469,-0.094,-28.870,14.893,79.773
-0.609,0.426,-0.098,-31.921,17.334,86.975
-0.636,0.394,-0.088,-35.767,18.677,94.971
-0.672,0.388,-0.114,-32.837,19.287,102.844
-0.703,0.416,-0.119,-31.006,19.775,110.474
-0.739,0.422,-0.124,-27.832,18.921,118.774
-0.770,0.429,-0.119,-20.996,19.775,127.075
-0.788,0.429,-0.189,-15.137,24.170,137.573
-0.849,0.289,-0.052,-24.841,31.006,146.790
-0.892,0.319,-0.124,-6.165,26.733,156.555
-0.947,0.307,-0.147,3.296,28.503,163.635
-0.975,0.241,-0.132,-1.831,31.616,169.373
-0.992,0.185,-0.155,-5.676,29.175,175.598
-1.001,0.176,-0.178,-5.371,25.208,183.594
-1.027,0.204,-0.173,-2.319,21.973,191.528
-1.063,0.223,-0.171,4.883,19.531,198.242
-1.103,0.245,-0.208,16.357,17.273,204.956
-1.152,0.279,-0.188,27.527,13.367,213.074
-1.208,0.346,-0.154,40.527,9.521,221.130
-1.268,0.420,-0.101,55.908,6.897,226.990
-1.313,0.427,-0.082,67.200,5.798,230.957
-1.324,0.393,-0.060,72.937,6.165,234.680
-1.358,0.398,-0.198,84.473,3.174,237.122
-1.436,0.363,0.246,74.158,-1.587,233.948
-1.417,0.437,-0.403,144.287,-12.390,233.643
-1.467,0.554,-0.137,121.094,-7.019,220.093
-1.486,0.556,-0.141,82.764,-19.836,230.896

-0.737,0.091,-0.026,50.903,4.761,-172.913
-0.678,0.068,-0.028,51.270,5.249,-159.363
-0.621,0.024,-0.015,49.500,5.981,-145.691
-0.572,-0.018,0.006,46.326,6.531,-132.324
-0.528,-0.050,0.035,42.603,7.141,-119.080
-0.493,-0.073,0.054,37.292,7.568,-105.774
-0.463,-0.082,0.063,30.518,7.568,-92.957
-0.448,-0.085,0.079,24.475,7.507,-80.322
-0.439,-0.086,0.089,18.799,7.874,-67.688
-0.420,-0.089,0.077,13.000,7.996,-54.626
-0.396,-0.087,0.068,7.812,7.751,-41.626
-0.375,-0.087,0.064,2.686,6.958,-28.442
-0.352,-0.083,0.050,-2.136,6.042,-15.320
-0.332,-0.071,0.054,-6.836,4.944,-2.808
-0.324,-0.061,0.072,-10.620,3.723,10.559
-0.325,-0.061,0.096,-13.367,2.441,24.536
-0.326,-0.054,0.095,-15.686,2.136,38.879
-0.328,-0.042,0.056,-19.043,1.770,53.101
-0.339,-0.026,0.038,-21.179,-0.916,66.467
-0.356,-0.001,0.028,-23.987,-3.601,79.834
-0.386,0.022,0.027,-27.039,-5.554,92.834
-0.424,0.044,0.028,-30.151,-6.897,105.713
-0.467,0.062,0.043,-33.203,-7.629,118.774
-0.506,0.078,0.041,-36.438,-7.812,131.836
-0.548,0.094,0.034,-39.307,-8.484,145.081
-0.592,0.122,0.029,-41.077,-9.705,158.264
-0.643,0.147,0.022,-42.480,-11.353,171.204
-0.699,0.159,0.022,-44.373,-12.756,183.838
-0.752,0.164,0.006,-45.898,-13.733,196.533
-0.808,0.163,-0.000,-48.096,-15.015,208.740
-0.870,0.169,0.000,-49.561,-16.479,221.130
-0.941,0.176,-0.008,-49.683,-17.639,233.521
-1.018,0.172,0.016,-52.185,-18.311,245.117
-1.098,0.190,0.019,-59.509,-20.081,256.958
-1.161,0.172,-0.000,-58.167,-24.109,268.188
-1.251,0.274,-0.051,-48.889,-23.010,278.992
-1.431,0.368,-0.081,-39.429,-22.278,294.128
-1.526,0.406,-0.070,-40.161,-21.240,299.500
-1.672,0.475,-0.059,-79.224,-33.569,304.810
-1.815,0.551,-0.101,-87.952,-37.842,315.613
-1.926,0.511,0.015,-105.530,-37.048,320.007
-2.030,0.495,-0.015,-92.834,-35.706,323.792
-2.098,0.441,-0.073,-49.683,-37.781,327.637
-2.138,0.414,-0.076,-24.170,-37.964,325.867
-2.136,0.410,-0.051,-2.319,-36.316,321.289
-2.114,0.436,-0.148,17.578,-36.377,313.293
-2.080,0.419,-0.068,7.507,-32.471,299.744
-1.987,0.447,-0.145,5.432,-26.306,285.645
-1.862,0.443,-0.184,2.747,-21.790,271.790
-1.770,0.435,-0.155,-8.301,-17.700,254.272
-1.625,0.370,-0.161,-32.593,-9.766,231.689
-1.496,0.304,-0.088,-38.269,-5.554,210.815
-1.372,0.330,-0.162,-3.113,-6.042,193.237
-1.266,0.341,-0.146,14.221,-2.808,173.157
-1.176,0.365,-0.075,28.076,0.122,155.701
-1.116,0.368,-0.052,48.096,-5.127,140.808
-1.074,0.334,-0.016,65.002,-11.597,125.122
-1.057,0.316,-0.025,75.623,-15.381,108.948
-1.040,0.304,0.004,76.294,-14.954,92.651
-0.999,0.336,0.061,79.773,-16.541,80.566
-1.014,0.263,0.004,71.045,-17.517,64.209
-1.030,0.242,0.022,70.374,-15.930,49.133
-1.008,0.233,0.059,61.890,-11.841,40.405
-1.031,0.270,-0.011,53.833,-10.376,35.156
-0.992,0.224,0.042,34.973,-4.089,31.128
-0.959,0.173,0.034,21.179,-7.751,22.156
-0.972,0.182,0.014,13.977,-16.541,8.362
-0.981,0.178,0.022,4.272,-18.738,-4.150
-0.972,0.157,0.049,-0.916,-18.738,-13.428
-1.023,0.229,-0.045,5.737,-20.569,-19.897
-1.016,0.249,0.030,7.080,-8.789,-20.447
-1.004,0.206,0.050,5.676,-1.526,-23.437
-0.993,0.214,0.047,4.944,-4.272,-28.015
-0.993,0.214,0.061,-1.648,-4.944,-32.593
-0.995,0.221,0.071,-5.554,-3.479,-37.781
-0.999,0.235,0.070,-6.470,-1.648,-42.908
-1.004,0.237,0.092,-8.362,0.061,-46.631
-1.013,0.229,0.108,-11.353,0.732,-48.767
-1.017,0.194,0.128,-15.686,2.319,-51.453
-1.017,0.192,0.124,-18.372,2.991,-57.800
-1.015,0.215,0.106,-21.606,3.296,-64.941
-1.008,0.241,0.065,-27.344,2.808,-72.021
-1.016,0.233,0.036,-34.607,0.183,-78.186
-1.044,0.277,0.040,-35.767,-1.587,-84.961
-1.087,0.346,0.017,-34.729,-1.282,-90.515
-1.124,0.336,-0.016,-36.499,1.282,-95.093
-1.171,0.329,-0.012,-36.804,5.432,-102.295
-1.208,0.381,-0.005,-32.959,9.949,-113.342
-1.256,0.461,-0.016,-30.762,13.367,-125.793
-1.330,0.467,-0.001,-34.424,16.174,-137.878
-1.373,0.529,-0.003,-35.278,18.250,-151.672
-1.418,0.501,-0.029,-39.246,18.311,-168.823
-1.460,0.441,-0.084,-46.631,18.555,-187.988
-1.541,0.313,-0.110,-57.922,18.005,-207.336
-1.597,0.319,-0.143,-69.336,18.066,-225.952
-1.654,0.389,-0.147,-85.510,20.020,-244.812
-1.758,0.533,-0.132,-94.666,21.790,-265.381
-1.867,0.515,-0.132,-94.788,17.456,-283.752
-1.931,0.654,-0.111,-76.721,14.404,-291.443
-1.992,0.761,-0.063,-41.809,20.996,-301.392
-2.022,0.724,-0.010,-13.428,26.306,-302.307
-1.992,0.668,0.034,10.498,30.273,-297.852
-1.927,0.587,0.093,33.142,32.959,-291.565
-1.837,0.481,0.097,54.077,31.433,-285.034
-1.765,0.400,0.211,77.332,26.489,-278.442
-1.635,0.395,-0.058,112.732,18.921,-271.057
-1.572,0.333,0.038,111.328,19.775,-270.569
-1.545,0.375,-0.109,110.107,18.372,-268.677
-1.426,0.288,-0.015,74.158,3.479,-258.240
-1.336,0.241,-0.038,54.260,-7.690,-245.178
-1.275,0.203,-0.063,61.768,-6.104,-240.173
-1.206,0.155,-0.073,64.575,-5.127,-234.497
-1.127,0.135,-0.034,62.500,-4.822,-228.271
-1.055,0.127,0.012,60.730,-3.662,-221.191
-0.999,0.114,0.018,62.195,-2.258,-211.609
-0.946,0.082,-0.015,68.298,-0.549,-199.097
-0.843,0.073,-0.018,73.730,2.930,-183.960
-0.742,0.043,-0.075,79.163,7.446,-169.250
-0.658,0.017,-0.102,81.116,8.667,-155.884

-0.808,0.163,-0.000,-48.096,-15.015,208.740
-0.870,0.169,0.000,-49.561,-16.479,221.130
-0.941,0.176,-0.008,-49.683,-17.639,233.521
-1.018,0.172,0.016,-52.185,-18.311,245.117
-1.098,0.190,0.019,-59.509,-20.081,256.958
-1.161,0.172,-0.000,-58.167,-24.109,268.188
-1.251,0.274,-0.051,-48.889,-23.010,278.992
-1.431,0.368,-0.081,-39.429,-22.278,294.128
-1.526,0.406,-0.070,-40.161,-21.240,299.500
-1.672,0.475,-0.059,-79.224,-33.569,304.810
-1.815,0.551,-0.101,-87.952,-37.842,315.613
-0.995,0.118,0.047,21.301,-17.334,26.794
-0.983,0.098,0.070,16.785,-15.137,11.841
-0.976,0.109,0.079,12.390,-14.526,-2.869
-0.969,0.134,0.075,7.263,-13.733,-13.306
-0.963,0.163,0.080,5.127,-12.207,-21.301
-0.970,0.191,0.064,4.333,-9.949,-27.771
-0.987,0.198,0.069,3.418,-6.958,-32.104
-0.996,0.187,0.084,-0.916,-4.395,-34.912
-1.004,0.182,0.078,-5.127,-2.930,-38.818
-1.008,0.189,0.079,-9.888,-1.038,-43.823
-1.026,0.200,0.070,-13.611,0.671,-49.683
-1.032,0.198,0.064,-16.357,2.502,-56.580
-1.039,0.193,0.075,-19.470,5.554,-64.148
-1.054,0.205,0.074,-20.996,8.484,-70.435
-1.067,0.215,0.065,-22.278,11.353,-75.928
-1.098,0.227,0.080,-23.193,13.855,-82.031
-1.130,0.228,0.091,-24.597,15.381,-87.646
-1.164,0.189,0.128,-32.715,17.883,-93.811
-1.197,0.176,0.126,-42.969,20.996,-101.013
-1.197,0.146,0.079,-52.490,22.034,-108.154
-1.200,0.173,0.055,-62.561,22.095,-118.042
-1.224,0.178,0.011,-72.632,22.278,-131.165
-1.286,0.168,0.017,-82.886,21.912,-145.264
-1.315,0.312,0.011,-84.900,19.958,-161.682
-1.339,0.452,-0.025,-89.050,18.860,-180.664
-1.466,0.301,-0.028,-98.267,19.531,-197.327
-1.495,0.453,-0.109,-90.027,19.226,-212.036
-1.562,0.506,-0.152,-84.106,17.761,-231.079
-1.625,0.457,-0.173,-87.280,16.052,-249.634
-1.672,0.511,-0.261,-79.651,14.465,-264.771
-1.787,0.605,-0.287,-60.425,12.695,-278.198
-1.859,0.632,-0.216,-43.030,12.939,-290.710
-1.910,0.708,-0.213,-15.259,14.404,-295.776
-1.943,0.707,-0.142,13.611,14.648,-294.800
-1.879,0.615,-0.116,43.945,16.296,-291.504
-1.898,0.528,-0.150,78.064,14.771,-283.691
-1.805,0.470,-0.076,114.929,23.499,-274.170
-1.707,0.391,-0.086,134.949,30.579,-265.930
-1.618,0.307,-0.103,149.963,34.058,-256.226
