aX,aY,aZ,gX,gY,gZ
-0.229,1.023,-0.543,109.863,-77.515,-52.124
-0.147,0.964,-0.568,104.492,-84.778,-52.124
-0.075,0.954,-0.603,95.093,-91.553,-50.964
-0.034,0.948,-0.606,81.909,-97.229,-51.025
-0.008,0.909,-0.515,70.923,-104.675,-52.612
0.019,0.961,-0.366,65.247,-112.427,-54.199
0.042,1.076,-0.271,69.580,-118.591,-56.274
0.040,1.105,-0.123,80.383,-124.817,-59.692
0.026,1.068,0.062,100.037,-129.089,-61.401
0.039,0.896,0.427,112.671,-123.535,-61.890
0.025,0.621,0.854,108.765,-101.257,-60.608
0.034,0.480,1.317,103.210,-71.106,-56.335
0.122,0.435,1.605,103.149,-49.988,-50.842
0.087,0.448,1.616,103.210,-37.354,-48.950
0.083,0.476,1.583,103.577,-20.264,-47.302
0.118,0.538,1.348,104.919,-4.333,-43.945
0.125,0.661,0.983,106.384,0.916,-41.687
0.187,0.791,0.814,100.098,3.845,-41.809
0.228,0.861,0.804,101.746,9.460,-38.940
0.295,0.861,0.737,100.037,18.372,-31.494
0.298,0.883,0.552,103.088,25.635,-24.536
0.278,0.868,0.561,99.365,34.668,-22.888
0.277,0.928,0.450,87.830,44.861,-24.353
0.190,1.062,0.258,80.261,50.720,-30.457
0.090,1.014,0.314,58.350,57.068,-38.269
-0.020,1.113,0.357,37.720,66.284,-42.419
-0.078,1.259,0.533,38.269,74.402,-49.438
-0.009,1.210,0.614,37.964,85.693,-55.847
0.047,1.019,0.391,41.687,95.825,-57.922
0.038,1.040,0.022,37.415,102.295,-60.913
-0.123,1.060,-0.014,31.067,103.516,-67.810
-0.030,0.896,-0.228,21.606,104.736,-71.533
0.070,0.817,-0.737,31.921,94.543,-66.162
0.059,0.838,-1.208,37.720,81.116,-61.890
0.086,1.016,-1.584,49.072,51.880,-59.875
0.062,1.099,-1.533,55.237,14.160,-55.664
0.118,1.158,-1.103,65.186,-16.296,-51.636
0.076,0.941,-1.194,91.003,-38.757,-46.326
-0.068,0.661,-1.152,107.239,-70.862,-38.574
-0.095,0.575,-0.918,95.154,-101.135,-30.090
-0.443,0.569,1.198,24.963,-104.980,-28.137
0.062,0.692,1.489,-38.513,-48.523,-14.587
-0.025,0.173,0.672,3.357,-80.261,1.160
-0.155,0.658,0.198,54.138,-117.981,4.150
0.038,1.124,0.607,89.844,-136.902,-7.751
0.137,0.943,0.696,72.021,-134.094,-18.311
0.136,0.363,1.984,-9.216,-106.262,-11.902
0.392,0.374,2.977,-39.185,-43.640,7.446
0.438,0.656,2.956,26.733,-10.559,15.747
0.287,0.877,2.456,75.928,12.817,15.686
0.169,0.722,1.155,113.647,27.710,14.343
0.103,0.785,0.776,83.313,39.551,15.198
0.205,1.064,1.064,5.188,58.777,7.507
0.198,1.462,1.028,19.287,68.848,-8.606
0.279,1.405,1.207,19.714,81.787,-20.447
0.356,1.321,1.125,23.987,100.281,-23.621
0.439,1.217,-0.279,49.683,113.770,-28.442
-0.288,1.351,0.119,55.725,105.896,-45.288
-0.125,0.856,0.888,-34.607,124.756,-56.091
0.140,0.837,-0.764,8.179,123.901,-49.255
-0.144,0.617,-0.823,-20.691,114.319,-58.228
-0.222,0.514,-1.042,-74.768,111.755,-59.326
-0.179,0.480,-2.104,-32.410,67.993,-51.880

0.109,0.863,0.257,-104.187,-53.101,22.034
0.103,0.890,0.274,-104.004,-52.612,25.574
0.107,0.908,0.309,-99.915,-52.734,29.114
0.091,0.916,0.304,-93.018,-53.650,33.203
0.100,0.901,0.315,-89.111,-53.589,37.109
0.102,0.899,0.305,-87.769,-54.443,41.138
0.098,0.902,0.283,-88.379,-55.542,44.495
0.102,0.884,0.255,-88.501,-56.458,47.791
0.115,0.857,0.229,-88.745,-57.068,51.270
0.132,0.836,0.208,-88.623,-57.800,54.199
0.142,0.812,0.201,-86.975,-57.983,57.007
0.147,0.793,0.203,-86.853,-57.251,59.753
0.147,0.792,0.218,-86.365,-55.664,62.622
0.147,0.798,0.250,-85.022,-53.772,65.674
0.136,0.815,0.283,-84.045,-51.758,68.298
0.132,0.846,0.316,-83.984,-48.889,70.984
0.126,0.888,0.337,-86.426,-45.288,73.059
0.140,0.925,0.346,-90.149,-41.504,74.036
0.152,0.945,0.354,-93.567,-37.415,73.486
0.164,0.928,0.353,-95.886,-33.386,72.693
0.166,0.899,0.341,-99.426,-27.954,71.533
0.176,0.873,0.295,-106.079,-20.691,69.641
0.191,0.825,0.259,-117.310,-12.634,67.627
0.177,0.798,0.209,-125.366,-6.042,65.674
0.156,0.807,0.191,-130.066,0.000,65.430
0.153,0.817,0.204,-132.202,6.409,67.261
0.122,0.829,0.214,-135.986,12.634,68.176
0.089,0.839,0.230,-140.198,19.409,69.275
0.041,0.857,0.214,-146.912,26.367,68.542
0.000,0.961,0.156,-152.283,33.264,66.711
-0.036,1.120,0.019,-154.358,41.077,63.171
-0.057,1.203,-0.090,-158.386,46.265,56.763
-0.058,1.209,-0.207,-160.339,49.866,50.537
-0.045,1.176,-0.337,-156.128,52.612,45.166
-0.037,1.150,-0.445,-152.039,55.115,39.368
-0.026,1.086,-0.569,-147.522,54.932,33.447
-0.033,1.029,-0.744,-132.385,52.612,28.687
-0.109,0.981,-0.891,-111.877,48.157,24.475
-0.184,0.947,-1.020,-86.914,40.710,25.146
-0.373,0.931,-1.428,-61.340,30.640,29.297
-0.557,0.857,-1.170,-70.923,19.897,32.104
-0.601,0.851,-1.383,-72.327,0.488,40.344
-0.548,1.185,-1.379,-50.903,-28.748,44.006
-0.417,1.205,-0.789,-26.367,-57.068,45.349
-0.294,1.127,-0.562,-11.353,-67.444,47.546
-0.322,1.025,0.330,-37.415,-57.983,41.626
-0.386,1.127,0.768,-68.115,-43.579,35.461
-0.417,1.481,0.813,-72.083,-26.123,22.949
-0.328,1.243,0.589,-67.932,-8.911,8.545
-0.253,0.973,0.444,-57.922,2.502,3.174
-0.160,0.893,0.493,-31.250,13.062,5.005
-0.051,0.791,0.620,-7.751,28.687,12.146
0.035,0.695,0.739,-8.850,46.692,17.700
0.068,0.636,0.476,-7.874,67.505,18.677
-0.021,0.659,0.322,-13.672,85.938,17.639
-0.069,0.851,0.400,-11.841,100.769,17.700
-0.017,0.881,0.308,3.052,114.502,17.212
-0.053,1.172,-0.282,3.418,128.235,14.221
-0.192,1.330,-0.509,-6.104,139.343,2.930
-0.232,1.315,-0.876,-55.786,146.790,-4.456
-0.819,1.236,-1.641,-79.224,135.010,-11.841
-1.157,0.782,-0.878,-139.954,132.080,-16.174
-0.930,1.211,-2.015,-127.197,112.610,-12.817
-1.211,1.184,-2.476,-136.597,84.961,-31.372
-1.282,-0.035,-2.431,-182.678,68.909,-30.701
-1.253,0.511,-2.390,-158.813,24.170,-14.709
-0.739,0.265,-1.478,-56.335,-23.193,-13.672
-0.350,0.351,-1.322,31.067,-40.100,1.038
-0.473,0.825,-1.326,91.187,-33.264,1.709
-0.527,1.316,-1.626,95.276,-30.212,-4.333
-0.785,1.151,-0.950,49.500,-49.561,-12.329
-0.604,0.768,-0.948,8.118,-68.298,-6.775
-0.387,0.880,-1.272,-8.667,-89.172,-4.211
-0.238,0.902,-1.433,-7.385,-120.422,-8.606
0.096,0.226,-0.259,-16.663,-148.254,-6.897
0.317,0.507,-0.101,24.292,-153.748,4.944
0.154,0.485,0.978,39.978,-131.104,1.343
0.386,0.509,1.187,19.165,-107.971,16.968
0.326,0.693,1.772,44.006,-79.102,25.574
0.267,0.531,2.380,28.198,-36.499,35.645
0.182,0.734,1.530,45.166,8.423,45.471
-0.165,0.817,0.759,59.875,40.344,44.373
-0.528,0.976,0.777,38.208,63.660,43.030
-0.363,0.988,0.292,32.227,84.351,44.067
-0.365,1.232,0.269,-13.062,93.994,37.659
-0.198,1.197,-0.043,-61.523,109.924,27.588
-0.895,1.052,-1.474,-92.651,115.234,6.775
-1.271,0.909,-0.972,-141.785,114.563,-9.399
-0.985,0.968,-1.878,-110.779,96.436,-7.080
-0.930,1.053,-2.252,-93.750,75.317,-22.888
-0.899,0.439,-2.468,-84.534,58.655,-28.992
-1.087,0.637,-2.770,-46.204,30.029,-20.386
-0.830,0.827,-2.173,17.761,-9.949,-24.170
-0.344,0.375,-1.440,48.645,-37.537,-22.339
-0.190,0.745,-1.324,51.331,-37.964,-19.226
-0.483,1.037,-0.462,-4.944,-37.415,-29.907
-0.506,0.358,-0.004,-81.665,-42.603,-31.006
-0.522,0.602,-0.679,-86.060,-54.382,-21.301
-0.483,0.520,-1.113,-67.383,-78.186,-24.902
-0.292,0.453,-1.127,-12.939,-107.666,-22.034
0.202,0.099,-0.283,39.185,-121.460,-7.629
0.263,0.495,-0.023,89.783,-102.722,6.042
0.250,0.235,1.102,66.284,-78.979,16.052
0.292,0.392,1.539,65.002,-53.711,34.851
0.383,0.484,1.623,65.857,-22.156,41.016
0.270,0.737,0.560,64.697,10.742,41.748
-0.209,0.969,0.037,38.025,31.616,36.194
-0.468,1.199,0.024,3.601,43.884,34.424
-0.325,1.275,0.026,13.184,52.612,31.921
-0.048,1.228,-0.191,-3.906,64.148,24.475
-0.356,1.457,-1.676,-15.015,69.275,10.254
-1.055,1.499,-0.843,-62.561,69.824,-8.728
-0.836,0.822,-1.087,-89.539,71.228,-12.939
-0.461,0.846,-1.324,-107.727,64.331,-19.653
-0.454,0.584,-1.541,-115.234,52.856,-31.311
-0.611,0.432,-1.807,-119.385,40.039,-35.156
-0.921,0.274,-2.184,-86.426,17.151,-28.809
-0.877,0.514,-1.526,-26.794,-10.620,-17.578
-0.355,0.135,-0.660,39.307,-26.428,-7.202

-0.017,1.042,-0.504,159.119,-60.547,-53.162
0.013,1.014,-0.435,173.828,-59.753,-56.885
0.047,0.940,-0.305,183.716,-58.899,-58.594
0.093,0.884,-0.214,191.284,-56.702,-59.082
0.120,0.850,-0.063,191.772,-53.162,-60.242
0.163,0.928,-0.030,195.129,-50.537,-61.890
0.164,0.965,0.045,195.129,-48.096,-66.040
0.188,0.931,0.114,185.730,-44.189,-70.496
0.218,0.982,0.135,192.749,-41.443,-70.801
0.232,1.001,0.188,205.627,-38.330,-72.815
0.261,0.958,0.235,224.365,-35.217,-73.425
0.276,0.926,0.286,241.943,-30.090,-73.303
0.277,0.892,0.288,252.075,-22.766,-73.181
0.280,0.871,0.241,256.653,-15.381,-73.914
0.290,0.806,0.257,252.686,-8.850,-73.853
0.305,0.758,0.235,256.531,0.366,-73.120
0.311,0.677,0.229,247.986,4.822,-74.280
0.333,0.683,0.238,235.352,6.470,-76.294
0.332,0.739,0.151,224.854,7.202,-75.928
0.326,0.782,0.121,211.792,8.972,-74.341
0.313,0.806,0.143,196.045,10.681,-72.449
0.308,0.767,0.150,178.467,11.353,-70.740
0.337,0.717,0.036,161.926,10.010,-68.481
0.354,0.680,-0.045,142.212,7.690,-67.322
0.379,0.670,-0.202,117.554,4.822,-66.895
0.340,0.703,-0.238,95.520,-2.075,-66.162
0.235,0.782,-0.093,77.148,-9.033,-64.941
0.059,0.857,0.082,73.303,-14.893,-62.805
-0.035,0.858,0.194,69.763,-20.325,-58.105
-0.036,0.739,0.334,46.570,-20.325,-54.138
-0.063,0.610,0.294,29.297,-23.560,-56.152
-0.029,0.612,0.304,40.344,-38.818,-57.312
0.048,0.594,0.271,55.176,-51.941,-49.438
0.076,0.519,0.221,63.110,-60.791,-40.344
0.077,0.465,0.295,54.932,-65.796,-29.541
0.153,0.479,0.495,42.236,-70.007,-18.188
0.220,0.507,0.678,28.198,-68.298,-8.789
0.269,0.500,0.871,24.414,-62.683,-1.465
0.275,0.557,1.059,29.907,-57.739,5.554
0.229,0.639,1.482,40.771,-53.040,10.132
0.272,0.609,1.807,51.880,-41.199,11.780
0.347,0.499,1.921,59.204,-21.179,13.000
0.421,0.483,1.906,68.848,2.197,18.066
0.466,0.543,1.873,88.501,27.283,21.790
0.481,0.652,1.567,115.173,47.546,22.400
0.431,0.697,1.315,132.568,57.800,20.935
0.422,0.737,1.199,125.305,67.566,18.555
0.429,0.867,1.275,115.051,73.120,15.991
0.442,0.914,1.428,115.356,87.830,9.155
0.506,0.787,1.377,105.164,101.257,5.249
0.591,0.751,1.015,98.511,110.046,6.531
0.428,0.682,0.698,94.116,110.046,3.540
0.411,0.779,0.868,70.557,118.958,-2.808
0.361,0.911,-0.141,92.224,118.774,-12.329
0.013,0.745,0.331,63.904,107.239,-27.100
0.251,0.808,0.160,10.925,118.103,-31.921
0.308,0.659,-0.731,49.438,102.844,-31.677
0.199,0.546,-0.731,0.854,87.769,-37.170
0.301,0.756,-1.202,-14.526,72.815,-40.588
0.152,1.114,-1.475,6.775,38.086,-50.354
0.086,1.044,-1.590,10.559,-6.836,-54.504
0.010,0.627,-0.892,-32.654,-42.419,-44.373
0.101,0.290,-0.394,-65.369,-33.325,-31.982
0.244,0.386,-0.374,-41.443,-14.465,-22.644
0.298,0.475,-0.353,-9.033,-25.757,-20.081
0.380,0.485,-0.179,-8.850,-50.293,-16.907
0.046,0.574,1.068,-74.097,-41.992,5.066
0.074,0.308,1.683,-127.380,-6.897,7.507
0.182,0.315,0.839,0.061,-34.058,9.277
0.238,0.622,0.155,60.669,-61.646,7.996
0.199,0.756,-0.187,54.321,-71.472,-4.150
0.276,0.628,0.469,13.855,-94.421,-10.986
0.543,0.738,0.759,-9.399,-95.520,-8.423
0.551,0.487,1.607,-10.803,-85.876,-4.944
0.518,0.435,2.599,-27.100,-54.504,1.770
0.537,0.433,3.189,-9.094,-16.113,9.949
0.484,0.485,2.967,49.927,7.812,12.390
0.401,0.551,1.912,107.544,19.531,8.789
0.356,0.608,1.231,101.318,23.682,5.859
0.341,0.371,1.819,16.785,30.151,1.038
0.436,0.527,1.557,25.513,39.063,3.052
0.534,0.713,1.686,65.552,55.298,4.578
0.727,0.673,1.493,78.186,80.078,6.714
0.826,0.772,0.402,105.469,93.262,10.498
0.516,0.715,0.424,101.440,89.722,1.038
0.551,0.576,0.820,24.170,94.666,-8.789
0.612,0.788,-0.228,42.480,96.069,-13.672
0.304,0.669,-0.105,16.052,87.036,-23.132
0.146,0.552,-0.175,-30.823,82.397,-26.733
-0.003,0.770,-1.256,-2.014,60.974,-28.198
-0.206,0.877,-1.416,0.793,18.921,-35.522
-0.072,0.780,-1.485,-16.418,-27.893,-30.457
0.207,0.735,-0.812,-37.598,-60.608,-15.869
0.596,0.401,-0.446,-66.223,-57.922,-6.592
0.495,0.214,-0.698,-51.086,-42.053,-6.104
0.432,0.338,-0.448,-18.616,-44.861,-14.038
0.406,0.525,-0.497,14.404,-67.993,-13.550
0.345,0.354,0.095,0.061,-99.243,-6.348
0.207,0.426,1.515,-84.412,-86.731,7.324
0.162,0.546,0.992,-56.824,-47.974,7.019
0.100,0.435,0.278,34.668,-91.675,6.348
0.243,0.619,0.520,26.306,-116.699,3.967
0.415,0.728,0.929,-25.696,-101.318,-7.019
0.436,0.612,1.862,-38.452,-78.369,-8.606
0.677,0.557,2.571,-41.870,-41.748,-2.014
0.766,0.522,2.840,0.244,-19.897,1.526
0.727,0.561,2.729,43.335,6.104,2.625
0.625,0.544,2.085,72.510,26.428,2.563
0.519,0.492,1.388,66.406,29.419,-2.136
0.332,0.200,1.418,14.648,24.597,-10.132
0.301,0.173,1.495,-15.747,26.062,-11.719
0.341,0.395,1.458,-6.531,35.339,-9.277
0.392,0.486,1.508,2.747,48.462,-9.705
0.541,0.420,1.522,3.967,65.979,-6.531
0.710,0.509,0.890,20.996,77.881,-3.174
0.574,0.682,0.041,48.950,73.181,-6.836
0.368,0.624,0.717,12.756,65.796,-16.418
0.352,0.462,0.620,-6.775,67.322,-18.311
0.465,0.510,0.266,12.878,68.726,-13.123

0.423,1.015,0.339,-45.959,-2.014,44.067
0.393,1.020,0.340,-50.049,-3.845,43.518
0.367,1.026,0.344,-53.284,-5.005,42.847
0.350,1.024,0.356,-56.091,-5.493,42.297
0.337,1.012,0.365,-58.350,-5.371,41.870
0.331,0.996,0.370,-59.998,-4.456,41.687
0.325,0.979,0.348,-62.500,-2.686,41.992
0.329,0.962,0.298,-63.232,-2.136,43.396
0.331,0.947,0.270,-63.660,-2.258,46.265
0.329,0.938,0.248,-63.171,-2.075,49.927
0.308,0.927,0.233,-62.378,-2.197,54.016
0.281,0.917,0.217,-63.416,-2.625,58.105
0.253,0.938,0.200,-66.956,-2.197,61.340
0.232,1.008,0.184,-70.374,-1.526,63.171
0.209,1.043,0.176,-74.890,-1.221,63.232
0.179,1.027,0.158,-78.613,-0.732,62.378
0.169,0.990,0.174,-84.717,-0.061,62.622
0.160,0.938,0.197,-89.233,1.282,63.843
0.142,0.863,0.278,-91.736,3.784,65.430
0.134,0.847,0.324,-90.820,7.080,67.932
0.133,0.910,0.306,-82.764,9.949,69.641
0.141,0.926,0.237,-76.599,11.902,69.824
0.159,0.917,0.195,-74.341,12.451,72.571
0.196,0.893,0.251,-79.529,15.076,77.698
0.240,0.986,0.185,-78.186,19.653,83.130
0.254,1.016,0.115,-77.698,23.132,83.374
0.231,0.977,0.122,-80.933,26.001,80.200
0.217,0.921,0.135,-81.543,27.466,78.735
0.186,0.872,0.178,-81.421,28.870,77.637
0.164,0.889,0.131,-78.491,29.785,76.416
0.121,0.832,0.205,-82.520,31.189,74.829
0.101,0.889,0.173,-76.294,33.142,75.867
0.064,1.010,0.123,-71.838,35.645,76.782
0.051,1.117,0.060,-80.872,39.185,74.646
0.048,1.184,-0.008,-91.431,41.809,70.923
0.025,1.258,-0.119,-96.252,44.983,67.810
0.021,1.304,-0.311,-96.497,47.363,64.392
0.017,1.257,-0.626,-95.459,46.692,60.364
0.040,1.144,-0.945,-95.886,43.274,56.702
0.080,1.058,-1.223,-118.286,35.095,58.594
0.005,1.088,-1.131,-134.338,23.315,56.030
-0.111,1.088,-0.786,-131.470,10.559,51.575
-0.207,1.023,-0.542,-124.512,1.282,50.171
-0.317,1.041,-0.115,-134.644,7.080,47.485
-0.332,1.247,0.168,-152.283,21.912,41.260
-0.326,1.231,0.502,-162.842,29.053,36.499
-0.357,0.970,0.498,-154.724,28.992,44.495
-0.338,0.618,0.195,-126.892,22.156,59.143
-0.325,0.505,-0.187,-90.576,12.329,70.984
-0.269,0.659,-0.701,-50.171,-1.648,75.989
-0.152,0.911,-1.069,-16.357,-28.137,74.219
-0.050,1.240,-1.300,13.306,-55.115,72.815
-0.057,1.463,-1.264,46.570,-78.369,76.172
-0.018,1.394,-0.852,54.504,-93.689,82.153
0.025,1.497,-0.483,52.551,-92.529,84.412
-0.088,1.471,0.059,37.354,-95.703,72.937
-0.167,1.406,0.694,18.860,-104.065,58.411
-0.092,1.304,0.955,11.292,-93.872,44.922
-0.057,1.021,1.330,-11.597,-76.416,30.579
0.063,0.781,1.601,-30.273,-59.753,25.696
0.206,0.710,1.479,-44.067,-30.884,21.423
0.196,0.755,0.942,-46.448,-2.747,15.686
0.004,0.759,0.429,-47.424,14.465,9.583
-0.203,0.515,0.521,-68.420,21.667,8.118
-0.130,0.778,0.463,-50.354,30.701,13.794
0.061,0.887,0.214,-38.269,46.631,11.536
0.128,0.940,0.245,-31.677,64.819,8.484
0.224,0.480,0.327,-32.898,89.722,9.583
0.164,0.126,-1.234,-54.749,109.131,15.198
0.075,0.882,-0.150,-145.264,104.675,12.451
-0.557,0.248,-0.129,-125.549,130.859,-4.089
-0.374,0.506,-1.322,-127.869,138.794,14.832
-1.165,-0.325,-0.846,-157.715,143.555,11.169
-1.072,0.367,-1.758,-152.649,140.015,21.545
-1.238,0.155,-2.346,-118.103,98.389,20.752
-1.317,0.388,-2.633,-130.432,75.500,28.076
-1.439,0.384,-2.578,-92.041,37.231,34.729
-1.093,0.347,-1.557,-52.307,15.259,39.734
-0.590,0.535,-1.142,16.113,10.803,46.448
-0.343,1.164,-1.326,66.284,5.554,43.335
-0.638,0.882,-1.041,42.480,-9.399,25.635
-0.643,0.704,-0.971,25.146,-19.897,19.836
-0.549,0.525,-1.256,45.715,-35.461,25.330
-0.466,0.450,-1.402,41.565,-60.364,30.823
-0.439,0.522,-0.346,6.958,-83.740,36.377
-0.104,0.675,0.435,-0.244,-72.388,45.715
-0.118,0.454,0.286,-18.921,-52.673,40.100
-0.376,1.050,-0.390,-0.732,-63.660,37.903
-0.054,1.007,-0.667,14.709,-78.979,32.410
0.244,0.570,-0.092,-15.503,-90.576,29.663
0.246,0.888,0.266,-20.935,-73.120,34.302
0.122,0.898,1.005,-51.514,-48.218,34.302
0.165,1.077,1.106,-45.654,-27.405,35.889
0.286,0.913,0.914,-15.442,-3.906,31.738
0.264,0.703,0.948,-22.644,15.259,27.954
0.103,0.775,0.569,-23.499,33.813,26.489
-0.172,0.773,0.197,-36.682,42.664,24.292
-0.350,0.799,0.129,-49.438,45.166,22.766
-0.255,0.706,-0.143,-46.326,50.415,24.414
-0.220,0.770,-0.186,-39.795,55.725,24.353
-0.061,0.787,-0.083,-59.265,69.641,20.752
0.051,0.729,-0.143,-76.599,87.952,18.372
-0.020,1.540,-1.530,-51.453,99.365,15.991
-0.951,1.283,-1.035,-33.875,86.304,-0.427
-1.484,0.278,-0.738,-81.360,78.186,3.357
-1.121,0.696,-1.550,-54.321,67.749,20.447
-1.021,1.150,-1.880,-29.297,51.819,7.019
-1.229,0.960,-1.973,-43.213,36.560,-3.174
-1.618,0.914,-2.126,-48.340,12.085,4.395
-1.598,0.983,-1.812,-20.142,-25.330,-0.549
-1.020,0.716,-1.267,23.193,-46.265,-8.972
-0.724,1.127,-0.744,78.369,-44.067,-10.742
-0.700,1.256,-0.338,99.792,-28.809,-28.870
-0.687,0.962,-0.250,69.946,-21.484,-48.340
-0.571,0.702,-0.279,62.134,-21.301,-52.795
-0.460,0.511,-0.518,53.711,-28.870,-47.241
-0.413,0.516,-0.862,40.771,-56.213,-44.556
-0.310,0.504,-0.927,35.889,-81.787,-39.795
-0.190,0.371,-0.537,25.085,-99.609,-29.602

-0.294,0.879,-0.413,-1.648,-2.625,-0.427
-0.291,0.890,-0.430,-0.671,-2.686,-0.671
-0.290,0.887,-0.438,-0.427,-2.869,-0.854
-0.289,0.891,-0.439,0.000,-3.235,-0.732
-0.290,0.895,-0.432,1.038,-3.601,-0.854
-0.291,0.887,-0.422,1.282,-4.333,-1.099
-0.295,0.880,-0.413,1.587,-4.761,-1.099
-0.299,0.878,-0.402,2.014,-5.127,-1.221
-0.302,0.876,-0.386,2.319,-5.493,-1.465
-0.302,0.874,-0.370,2.747,-5.798,-1.709
-0.300,0.871,-0.360,2.991,-5.676,-2.075
-0.297,0.865,-0.357,3.296,-5.188,-2.502
-0.291,0.856,-0.358,2.991,-4.700,-2.686
-0.286,0.854,-0.366,1.892,-4.395,-2.991
-0.283,0.858,-0.384,0.793,-4.089,-2.930
-0.280,0.868,-0.403,-0.122,-4.028,-3.052
-0.283,0.874,-0.413,-0.244,-4.211,-2.930
-0.283,0.875,-0.419,-0.122,-4.333,-2.747
-0.284,0.871,-0.418,0.427,-4.211,-2.380
-0.286,0.861,-0.408,0.793,-4.333,-2.075
-0.289,0.854,-0.391,1.221,-4.578,-1.587
-0.293,0.843,-0.377,1.282,-4.395,-1.160
-0.295,0.832,-0.367,0.549,-4.211,-0.977
-0.298,0.842,-0.364,-0.488,-4.089,-0.854
-0.299,0.849,-0.375,-1.099,-4.089,-0.793
-0.300,0.861,-0.381,-2.014,-4.578,-0.916
-0.297,0.881,-0.401,-1.587,-5.005,-0.854
-0.289,0.885,-0.423,-1.343,-5.615,-0.793
-0.284,0.884,-0.434,-1.404,-5.981,-0.488
-0.284,0.881,-0.440,-1.038,-6.592,-0.061
-0.288,0.903,-0.450,0.488,-7.019,0.366
-0.307,0.930,-0.450,4.150,-7.507,0.732
-0.330,0.931,-0.446,7.996,-8.118,0.854
-0.337,0.920,-0.442,11.902,-9.033,1.221
-0.321,0.891,-0.459,15.259,-10.010,1.892
-0.301,0.892,-0.510,15.320,-12.329,2.930
-0.301,0.936,-0.555,13.184,-15.015,3.723
-0.302,1.020,-0.644,12.512,-16.785,5.188
-0.332,1.164,-0.705,14.526,-19.226,5.920
-0.414,1.249,-0.721,19.592,-23.682,4.578
-0.486,1.125,-0.654,25.269,-31.250,4.517
-0.522,1.075,-0.758,34.973,-38.696,6.104
-0.461,0.820,-0.587,28.259,-48.706,5.981
-0.375,0.740,-0.491,29.846,-59.448,10.132
-0.284,0.628,-0.504,35.034,-71.899,11.108
-0.256,0.762,-0.398,39.368,-84.351,11.597
-0.263,0.659,-0.150,30.701,-80.933,11.475
-0.232,0.585,0.195,31.494,-70.801,16.602
-0.126,0.657,0.296,41.748,-63.538,19.104
-0.094,0.741,0.255,33.997,-58.289,17.273
-0.104,0.751,0.212,17.334,-49.438,16.113
-0.170,0.626,0.234,5.005,-41.504,15.076
-0.150,0.657,0.244,-2.869,-31.433,15.991
-0.110,0.789,0.250,-8.301,-20.081,15.564
-0.119,0.873,0.254,-17.517,-8.423,12.390
-0.135,0.983,0.156,-27.954,2.991,7.935
-0.196,1.137,0.032,-34.790,12.451,2.197
-0.270,1.117,-0.008,-43.579,18.433,-4.639
-0.310,1.087,0.102,-48.218,24.475,-9.460
-0.249,1.146,-0.006,-34.912,32.776,-12.207
-0.323,0.961,0.181,-31.433,34.851,-15.015
-0.167,0.905,0.229,-25.024,45.715,-12.390
-0.065,0.736,0.031,-8.240,62.378,-12.329
-0.050,0.903,-0.081,-0.366,77.026,-11.780
-0.182,0.805,-0.116,14.526,87.036,-11.536
-0.126,1.074,-0.144,30.518,90.698,-4.211
-0.112,1.048,-0.542,32.654,95.703,-3.540
-0.281,1.126,-0.616,-0.549,101.563,-6.165
-0.494,1.327,-0.765,-23.682,104.370,-9.216
-0.672,1.059,-1.132,-53.223,97.412,-15.015
-0.908,0.993,-1.129,-97.961,87.830,-19.592
-0.976,0.787,-1.224,-135.498,74.829,-26.550
-1.152,1.050,-1.662,-142.944,38.208,-37.415
-1.182,1.526,-2.081,-130.554,4.883,-54.016
-1.037,1.000,-2.143,-103.821,-34.363,-64.880
-0.592,0.858,-2.137,-54.626,-54.138,-56.763
-0.479,0.998,-1.582,-24.597,-51.697,-53.101
-0.434,0.828,-1.273,-16.602,-53.650,-51.270
-0.623,0.519,-0.733,-31.189,-49.805,-40.771
-0.602,0.718,-1.744,20.569,-93.567,-29.297
-0.518,0.826,-1.942,64.270,-138.916,-34.973
-0.566,0.773,-2.189,65.735,-167.419,-38.147
-0.606,0.422,0.373,35.156,-161.133,-33.142
-0.165,-0.177,-0.482,50.598,-115.845,-11.353
-0.456,0.016,0.353,46.509,-144.775,-6.470
-0.157,1.181,-0.094,91.370,-170.715,-9.644
0.026,0.781,1.483,54.749,-136.475,-28.625
0.015,0.197,1.074,39.368,-100.586,-19.531
0.032,0.207,1.220,59.998,-98.633,-2.319
0.142,0.675,1.326,44.678,-69.275,4.028
0.286,0.561,1.419,34.180,-43.762,2.808
0.325,0.609,1.368,12.207,-17.517,10.193
0.278,1.148,0.720,39.001,1.770,17.395
0.116,1.249,0.407,31.128,12.756,12.146
-0.029,1.214,0.178,24.658,16.785,8.423
-0.015,1.080,0.214,27.649,23.621,8.545
0.168,0.988,0.200,26.611,42.175,11.292
0.350,0.858,0.299,14.221,64.209,14.282
0.520,0.840,-0.464,-12.634,79.956,15.198
0.069,1.231,0.087,-46.936,77.759,9.155
0.116,1.510,-0.496,-30.029,84.534,1.526
-0.219,0.727,-0.044,-74.463,90.088,-16.479
-0.126,0.827,-0.282,-86.670,106.201,-10.620
-0.193,0.920,-0.837,-87.830,104.858,-10.925
-0.605,1.128,-0.709,-96.985,109.680,-16.418
-0.942,0.842,-1.681,-101.257,96.069,-11.536
-1.402,1.269,-1.740,-91.797,69.824,-4.700
