aX,aY,aZ,gX,gY,gZ

-0.487,0.734,0.598,49.988,2.563,-4.150
-0.446,0.756,0.512,69.153,6.714,-12.756
-0.389,0.711,0.406,85.205,5.432,-18.433
-0.337,0.669,0.339,98.572,-2.197,-24.231
-0.309,0.566,0.314,105.652,-11.597,-29.053
-0.261,0.504,0.245,140.015,-27.100,-28.442
-0.194,0.360,0.264,165.039,-42.908,-24.536
-0.138,0.230,0.436,206.848,-54.443,-16.663
-0.087,-0.061,0.432,273.926,-54.199,-4.333
-0.107,-0.332,0.696,314.026,-54.504,9.705
-0.113,-0.856,0.887,316.162,-67.139,14.282
-0.274,-1.364,1.663,326.172,-79.712,30.762
0.145,0.105,0.695,-94.543,7.996,22.827
0.114,0.153,0.693,-87.463,3.357,28.259
0.090,0.151,0.690,-86.426,0.916,28.870
0.049,0.205,0.692,-89.600,-1.343,30.151
0.031,0.249,0.681,-86.304,-3.845,29.968
0.050,0.303,0.672,-79.102,-6.165,28.809
0.073,0.358,0.678,-69.580,-8.301,28.564
0.084,0.431,0.701,-55.725,-12.207,30.090
0.063,0.497,0.753,-44.800,-16.663,28.931
0.020,0.551,0.821,-32.593,-19.897,25.940
-0.025,0.566,0.858,-16.174,-21.973,22.156
-0.069,0.593,0.865,-0.610,-22.644,18.188
-0.125,0.639,0.851,14.038,-21.545,13.062
-0.189,0.679,0.786,30.518,-19.531,6.409
-0.234,0.738,0.734,48.218,-17.578,-2.319
-0.271,0.720,0.670,60.425,-14.526,-13.123
-0.261,0.763,0.643,66.772,-9.644,-25.330
-0.241,0.860,0.586,76.538,-3.052,-40.344
-0.186,1.103,0.635,104.797,3.662,-56.763
-0.126,1.157,0.605,143.188,6.714,-74.524
-0.066,1.018,0.423,166.260,-1.892,-85.327
0.006,0.918,0.145,208.191,-18.677,-87.524
0.011,0.619,-0.035,258.972,-41.809,-88.013
0.025,-0.017,-0.257,297.302,-69.885,-75.134
0.098,-0.614,-0.338,324.097,-96.191,-46.509
0.131,-1.222,-0.182,337.585,-112.976,-14.648
0.092,-1.886,-0.087,336.121,-113.525,17.761
0.068,-2.318,0.457,316.467,-105.652,46.387
-0.019,-2.230,1.404,293.884,-88.562,59.998
0.083,-1.752,1.359,234.131,-40.710,59.937
0.160,-1.345,0.828,136.841,0.488,60.242
0.311,-1.059,0.345,83.984,12.451,68.848
0.249,-1.023,0.408,79.773,5.310,83.679
0.144,-0.907,0.635,62.256,3.357,97.534
-0.193,-0.567,1.124,31.189,4.089,104.431
-0.375,-0.205,1.402,3.113,12.512,101.135
-0.232,0.128,1.470,-24.780,27.527,87.585
-0.030,0.415,1.495,-35.889,37.415,70.618
0.030,0.414,1.516,-37.170,38.940,53.772
0.060,0.137,1.526,-47.424,31.433,36.987
0.092,-0.069,1.464,-49.255,17.822,24.109
0.098,-0.226,1.420,-53.955,9.094,17.029
0.115,-0.297,1.344,-57.800,4.089,11.353
0.133,-0.310,1.304,-56.030,-1.038,6.592
0.140,-0.344,1.274,-52.429,-4.883,3.723
0.067,-0.300,1.128,-48.401,-6.531,0.793
0.137,-0.399,1.208,-47.424,-10.437,-4.395
0.079,-0.381,1.163,-52.490,-11.414,-3.784
0.041,-0.287,1.086,-50.354,-17.334,-3.723
0.052,-0.229,1.089,-48.157,-29.785,-4.089
0.038,-0.166,1.171,-43.030,-43.335,-7.751
-0.018,-0.063,1.292,-39.429,-48.401,-15.625
-0.069,-0.060,1.406,-41.077,-47.180,-25.513
-0.131,-0.077,1.474,-38.269,-43.213,-33.997
-0.172,-0.102,1.490,-39.856,-36.560,-39.246
-0.147,-0.169,1.437,-50.293,-24.536,-44.617
-0.115,-0.158,1.425,-54.504,-9.033,-49.500
-0.135,-0.256,1.410,-66.406,4.333,-53.406
-0.130,-0.379,1.348,-85.388,19.226,-53.650
-0.060,-0.447,1.264,-103.760,31.372,-54.199
0.007,-0.467,1.337,-124.695,38.025,-55.847
0.070,-0.470,1.305,-135.864,43.457,-53.467
0.174,-0.410,1.261,-142.883,48.645,-49.377
0.264,-0.331,1.123,-142.700,50.415,-49.255
0.324,-0.341,1.060,-143.738,46.326,-49.011
0.400,-0.420,0.900,-143.555,42.114,-43.884
0.436,-0.479,0.798,-136.963,41.199,-33.142
0.424,-0.550,0.707,-127.075,39.185,-21.912
0.427,-0.506,0.574,-125.305,37.292,-10.193
0.423,-0.335,0.568,-120.789,31.433,-1.648
0.372,-0.098,0.570,-107.666,24.597,3.479
0.295,0.031,0.598,-89.783,17.151,7.263
0.212,0.031,0.548,-81.909,11.719,9.521
0.189,-0.010,0.532,-78.613,4.211,15.015
0.204,-0.050,0.494,-88.684,-8.484,19.653
0.066,-0.059,0.497,-90.759,-17.944,25.574
0.039,-0.048,0.510,-95.581,-25.085,30.396
-0.019,0.030,0.548,-93.140,-29.968,33.142
-0.042,0.103,0.599,-90.515,-32.166,33.020
-0.037,0.145,0.660,-87.158,-32.654,31.921
-0.051,0.263,0.674,-86.609,-32.104,31.860
-0.053,0.358,0.678,-83.130,-31.738,30.640
-0.076,0.450,0.703,-75.073,-32.410,29.602
-0.109,0.543,0.728,-63.110,-33.447,28.320
-0.167,0.693,0.738,-44.556,-33.936,25.818
-0.239,0.823,0.754,-17.883,-33.936,20.996
-0.303,0.960,0.768,18.433,-31.372,10.498
-0.327,1.135,0.785,58.105,-25.452,-6.897
-0.313,1.272,0.758,100.464,-15.381,-31.067
-0.245,1.370,0.597,136.963,-8.789,-53.711
-0.151,1.337,0.364,180.298,-9.277,-69.641
-0.072,1.196,0.120,231.812,-19.836,-80.505
-0.002,0.814,-0.073,273.987,-43.030,-87.402
0.068,0.349,-0.168,301.025,-77.026,-82.764
0.096,-0.274,0.019,343.079,-108.215,-64.514
0.064,-0.802,0.315,384.399,-126.038,-32.410
0.024,-1.430,0.585,394.653,-122.070,4.333
0.006,-1.989,0.614,333.862,-97.839,34.302
-0.005,-2.180,0.881,279.175,-82.031,57.861
0.035,-2.120,1.276,220.764,-66.833,67.444
0.139,-1.649,1.258,160.278,-33.752,74.524
-0.007,-0.895,1.418,137.939,-1.831,79.285
0.189,-0.472,1.168,114.624,29.236,71.289
0.270,-0.505,0.542,83.984,38.513,67.017
0.177,-0.371,0.471,84.961,17.761,67.505
-0.048,-0.322,0.573,79.834,-0.671,72.083
-0.275,-0.327,0.822,39.551,0.610,68.787

-0.162,-0.281,0.903,278.137,-96.191,3.052
-0.146,-0.465,0.669,263.855,-79.346,11.841
-0.166,-0.888,0.568,248.169,-76.477,22.217
-0.155,-0.982,0.721,233.948,-84.290,34.485
-0.159,-0.745,0.815,238.770,-72.998,38.879
-0.195,-0.482,0.904,225.281,-47.729,34.851
-0.261,-0.316,1.064,206.299,-29.297,30.396
-0.334,-0.246,1.073,175.232,-15.747,24.841
-0.377,-0.233,1.088,142.639,-11.292,19.775
-0.364,-0.191,0.968,116.638,-10.376,17.761
-0.343,-0.163,0.749,108.093,-15.015,18.372
-0.329,-0.101,0.552,82.275,-18.311,16.541
-0.344,-0.077,0.550,55.725,-23.193,13.245
-0.408,-0.111,0.642,33.875,-26.794,6.897
-0.456,-0.130,0.747,13.306,-28.564,-1.526
-0.473,-0.108,0.777,-1.953,-30.518,-10.254
-0.446,-0.123,0.829,-18.372,-33.813,-17.578
-0.454,-0.161,0.841,-34.119,-37.048,-23.071
-0.451,-0.182,0.840,-41.565,-39.856,-24.963
-0.427,-0.195,0.833,-40.466,-43.213,-25.146
-0.385,-0.184,0.869,-37.170,-47.791,-25.085
-0.360,-0.167,0.950,-35.278,-52.551,-26.062
-0.360,-0.172,1.005,-34.546,-55.725,-28.137
-0.361,-0.193,0.991,-35.828,-56.641,-31.799
-0.363,-0.164,0.975,-39.368,-57.373,-37.109
-0.348,-0.153,1.000,-39.246,-58.411,-41.748
-0.377,-0.192,1.038,-36.499,-57.861,-44.678
-0.404,-0.204,1.072,-37.781,-56.702,-45.898
-0.447,-0.088,1.092,-39.856,-54.260,-45.776
-0.413,-0.159,1.110,-41.199,-51.758,-46.875
-0.440,-0.069,1.140,-39.917,-47.729,-45.349
-0.455,-0.026,1.147,-40.955,-43.823,-45.898
-0.473,0.003,1.184,-44.067,-40.466,-47.302
-0.477,0.013,1.245,-49.194,-36.743,-49.561
-0.486,-0.006,1.288,-50.598,-33.997,-52.124
-0.514,-0.050,1.348,-53.955,-32.043,-54.993
-0.511,-0.096,1.378,-75.317,-28.442,-58.655
-0.527,-0.194,1.374,-85.510,-26.489,-61.707
-0.553,-0.284,1.349,-103.394,-22.156,-60.181
-0.540,-0.322,1.433,-139.771,-14.160,-57.312
-0.512,-0.463,1.478,-199.829,-6.775,-57.251
-0.482,-0.505,1.452,-267.883,-1.709,-56.885
-0.359,-0.424,1.263,-298.767,2.502,-56.885
-0.226,-0.396,1.231,-316.101,3.540,-59.204
-0.130,-0.542,0.940,-329.651,4.578,-60.486
-0.029,-0.547,0.795,-340.027,2.441,-54.321
0.090,-0.449,0.733,-346.252,-1.099,-44.189
0.076,-0.195,0.571,-347.473,-5.371,-31.433
0.062,0.052,0.529,-344.543,-12.329,-22.644
0.019,0.252,0.521,-312.744,-21.118,-16.663
-0.037,0.235,0.596,-291.321,-28.931,-10.620
-0.170,0.141,0.609,-281.982,-36.377,2.258
-0.294,-0.026,0.547,-258.240,-45.776,19.531
-0.392,-0.031,0.694,-241.089,-53.589,37.598
-0.509,0.004,0.801,-208.130,-54.688,53.345
-0.561,-0.028,0.719,-184.692,-54.077,63.171
-0.604,0.070,0.636,-168.701,-52.063,70.740
-0.645,0.261,0.441,-163.208,-52.185,74.585
-0.694,0.607,0.338,-170.776,-53.650,72.144
-0.745,0.953,0.260,-157.410,-50.598,65.369
-0.743,1.222,0.212,-139.587,-48.218,55.603
-0.777,1.414,0.208,-121.094,-44.983,45.166
-0.751,1.479,0.264,-95.520,-37.842,39.063
-0.711,1.406,0.314,-64.697,-29.785,35.339
-0.643,1.320,0.318,-44.556,-29.297,30.090
-0.596,1.239,0.375,-29.114,-28.931,26.672
-0.624,1.185,0.428,-17.029,-29.663,23.621
-0.609,1.108,0.495,-0.488,-28.015,22.095
-0.609,1.032,0.542,13.489,-24.231,19.165
-0.631,0.977,0.556,24.719,-18.494,13.611
-0.634,0.948,0.546,33.752,-12.451,7.202
-0.608,0.971,0.495,46.326,-7.996,0.610
-0.613,1.059,0.437,61.829,-7.385,-6.409
-0.618,1.243,0.367,97.046,-8.057,-15.442
-0.585,1.348,0.281,143.188,-6.592,-25.208
-0.546,1.504,0.194,196.411,-4.700,-33.691
-0.480,1.436,0.141,247.864,-3.967,-44.128
-0.450,1.288,0.069,297.546,-5.493,-51.025
-0.437,1.028,0.032,336.426,-14.404,-51.575
-0.441,0.770,0.028,359.314,-32.776,-48.096
-0.480,0.561,-0.035,388.550,-57.129,-40.405
-0.520,0.241,0.011,413.940,-86.121,-31.982
-0.547,-0.039,0.210,441.040,-109.375,-14.954
-0.632,-0.268,0.283,474.548,-123.108,5.005
-0.731,-0.661,0.474,467.102,-133.240,24.414
-0.777,-0.903,0.625,469.971,-126.465,49.988
-0.873,-0.981,0.743,449.280,-109.314,67.017
-0.906,-0.903,0.899,371.887,-77.759,77.332
-0.948,-0.803,0.779,279.846,-28.503,80.322
-0.918,-0.749,0.726,171.509,13.428,75.867
-0.846,-0.548,0.623,87.463,47.180,71.228
-0.761,-0.372,0.562,23.621,75.256,66.345
-0.697,-0.192,0.434,-20.752,95.825,61.340
-0.654,0.096,0.450,-35.400,100.220,60.547
-0.589,0.385,0.597,-31.555,93.079,57.617
-0.495,0.496,0.539,-1.709,83.435,49.316
-0.425,0.369,0.568,20.874,69.702,38.269
-0.401,0.279,0.852,25.330,50.354,30.884
-0.397,0.155,0.885,8.606,39.917,23.804
-0.394,0.214,0.958,-4.700,31.982,17.761
-0.364,0.280,0.985,-19.470,28.625,9.338
-0.332,0.114,0.923,-36.194,27.771,-0.366
-0.359,-0.047,0.837,-31.128,22.583,-1.587
-0.424,-0.184,0.769,-25.330,16.235,1.709
-0.444,-0.190,0.765,-18.799,10.376,2.136
-0.414,-0.099,0.782,-11.047,7.446,0.549
-0.412,0.001,0.909,-5.554,5.188,-2.991
-0.423,0.027,1.003,-7.935,2.930,-8.606
-0.414,0.084,0.944,-16.235,-3.174,-13.367
-0.419,0.018,0.908,-26.489,-11.780,-19.897
-0.446,-0.051,0.876,-36.377,-18.372,-22.095
-0.454,-0.050,0.925,-45.959,-22.705,-22.461
-0.495,-0.067,0.986,-54.260,-26.306,-22.949
-0.552,-0.130,1.011,-61.523,-27.588,-21.973
-0.578,-0.151,1.147,-62.988,-29.541,-20.569
-0.615,-0.183,1.227,-70.190,-29.785,-20.752
-0.605,-0.192,1.348,-75.928,-30.579,-20.142
-0.612,-0.259,1.376,-89.050,-29.541,-19.897
-0.681,-0.308,1.418,-115.662,-26.123,-17.639

-0.146,-0.465,0.669,263.855,-79.346,11.841
-0.166,-0.888,0.568,248.169,-76.477,22.217
-0.155,-0.982,0.721,233.948,-84.290,34.485
-0.159,-0.745,0.815,238.770,-72.998,38.879
-0.195,-0.482,0.904,225.281,-47.729,34.851
-0.261,-0.316,1.064,206.299,-29.297,30.396
-0.334,-0.246,1.073,175.232,-15.747,24.841
-0.377,-0.233,1.088,142.639,-11.292,19.775
-0.364,-0.191,0.968,116.638,-10.376,17.761
-0.343,-0.163,0.749,108.093,-15.015,18.372
-0.329,-0.101,0.552,82.275,-18.311,16.541
-0.344,-0.077,0.550,55.725,-23.193,13.245
-0.408,-0.111,0.642,33.875,-26.794,6.897
-0.456,-0.130,0.747,13.306,-28.564,-1.526
-0.473,-0.108,0.777,-1.953,-30.518,-10.254
-0.446,-0.123,0.829,-18.372,-33.813,-17.578
-0.454,-0.161,0.841,-34.119,-37.048,-23.071
-0.451,-0.182,0.840,-41.565,-39.856,-24.963
-0.427,-0.195,0.833,-40.466,-43.213,-25.146
-0.385,-0.184,0.869,-37.170,-47.791,-25.085
-0.360,-0.167,0.950,-35.278,-52.551,-26.062
-0.360,-0.172,1.005,-34.546,-55.725,-28.137
-0.361,-0.193,0.991,-35.828,-56.641,-31.799
-0.363,-0.164,0.975,-39.368,-57.373,-37.109
-0.348,-0.153,1.000,-39.246,-58.411,-41.748
-0.377,-0.192,1.038,-36.499,-57.861,-44.678
-0.404,-0.204,1.072,-37.781,-56.702,-45.898
-0.447,-0.088,1.092,-39.856,-54.260,-45.776
-0.413,-0.159,1.110,-41.199,-51.758,-46.875
-0.440,-0.069,1.140,-39.917,-47.729,-45.349
-0.455,-0.026,1.147,-40.955,-43.823,-45.898
-0.473,0.003,1.184,-44.067,-40.466,-47.302
-0.477,0.013,1.245,-49.194,-36.743,-49.561
-0.486,-0.006,1.288,-50.598,-33.997,-52.124
-0.514,-0.050,1.348,-53.955,-32.043,-54.993
-0.511,-0.096,1.378,-75.317,-28.442,-58.655
-0.527,-0.194,1.374,-85.510,-26.489,-61.707
-0.553,-0.284,1.349,-103.394,-22.156,-60.181
-0.540,-0.322,1.433,-139.771,-14.160,-57.312
-0.733,1.512,0.262,-19.287,6.897,3.052
-0.704,1.605,0.271,18.616,6.775,-4.578
-0.691,1.599,0.223,62.317,3.357,-15.259
-0.681,1.535,0.168,99.915,-3.540,-28.503
-0.652,1.493,0.108,136.475,-11.780,-41.870
-0.639,1.464,0.059,177.429,-19.592,-53.406
-0.635,1.427,0.016,220.337,-29.480,-62.439
-0.656,1.303,-0.094,269.226,-37.537,-69.153
-0.661,1.097,-0.173,306.396,-46.631,-73.914
-0.667,0.877,-0.211,329.956,-58.655,-73.608
-0.656,0.665,-0.266,356.750,-72.510,-69.885
-0.706,0.272,-0.176,372.192,-83.740,-67.871
-0.687,-0.018,-0.066,382.141,-96.619,-52.551
-0.718,-0.255,0.066,393.311,-107.361,-34.058
-0.760,-0.500,0.099,403.503,-107.910,-17.639
-0.765,-0.791,0.469,363.159,-102.905,0.610
-0.772,-0.870,0.525,355.896,-84.290,18.616
-0.797,-0.835,0.634,314.819,-62.744,32.288
-0.776,-0.733,0.670,269.165,-35.522,41.504
-0.778,-0.668,0.687,208.435,-14.832,42.542
-0.752,-0.516,0.791,160.156,3.113,42.847
-0.753,-0.355,0.706,134.277,24.292,43.396
-0.764,-0.213,0.614,116.638,41.626,42.480
-0.729,-0.129,0.670,94.543,49.500,37.964
-0.670,-0.009,0.778,78.308,53.223,36.560
-0.626,0.088,0.860,73.547,53.833,37.354
-0.604,0.134,0.900,57.739,53.894,39.795
-0.571,0.173,0.930,30.396,51.697,41.199
-0.552,0.297,0.872,4.822,49.683,39.551
-0.485,0.349,0.822,-16.602,47.729,32.349
-0.455,0.323,0.925,-25.330,42.664,24.536
-0.465,0.201,0.949,-31.494,37.903,17.578
-0.493,0.089,0.886,-37.415,34.546,11.719
-0.492,0.002,0.807,-37.720,30.090,7.751
-0.493,0.011,0.763,-30.151,23.804,6.287
-0.492,0.004,0.687,-19.653,17.517,4.089
-0.522,-0.016,0.662,-14.771,10.864,2.686
-0.562,-0.025,0.661,-13.611,4.517,2.686
-0.600,-0.000,0.682,-12.878,0.305,2.441
-0.634,0.025,0.724,-13.550,-1.892,1.831
-0.657,-0.008,0.742,-17.700,-3.113,0.305
-0.676,0.039,0.768,-25.330,-2.869,0.061
-0.672,0.028,0.766,-30.701,-3.113,0.366
-0.648,0.026,0.754,-41.138,-3.662,0.244
-0.645,0.034,0.824,-57.373,-3.906,-1.221
-0.670,0.042,0.974,-82.275,-2.136,-3.967
-0.698,0.004,1.047,-108.398,1.953,-4.944
-0.725,-0.038,1.131,-135.437,5.249,-5.188
-0.807,-0.046,1.230,-158.203,3.784,-4.761
-0.821,-0.029,1.184,-173.584,4.211,-2.930
-0.833,0.039,1.032,-169.800,2.869,-1.587
-0.853,0.172,1.025,-162.231,-3.052,-3.052
-0.740,0.392,1.091,-148.499,-2.625,-9.216
-0.618,0.571,1.195,-135.925,6.714,-26.489
-0.582,0.387,1.410,-137.878,14.832,-39.978
-0.461,0.099,1.437,-181.030,23.315,-42.542
-0.532,-0.670,1.272,-241.699,37.231,-42.603
-0.426,-0.636,1.089,-289.001,36.865,-18.066
-0.355,-0.903,0.737,-315.918,42.847,-6.104
-0.266,-1.142,0.181,-324.158,45.715,7.324
-0.313,-0.956,-0.050,-322.266,39.551,26.306
-0.420,-0.410,-0.214,-290.466,32.959,39.246
-0.524,0.107,-0.329,-252.502,20.203,43.823
-0.608,0.445,-0.213,-238.831,7.263,46.936
-0.645,0.727,-0.085,-211.487,-3.540,53.467
-0.695,0.919,-0.048,-173.645,-11.169,57.068
-0.748,1.126,-0.017,-144.043,-18.616,55.481
-0.784,1.287,0.074,-115.112,-22.644,50.964
-0.839,1.399,0.117,-82.581,-23.987,44.373
-0.842,1.364,0.176,-57.129,-23.437,36.377
-0.824,1.246,0.177,-36.499,-23.987,24.719
-0.801,1.134,0.200,-17.822,-20.874,15.137
-0.740,1.021,0.266,1.099,-15.503,7.080
-0.694,0.940,0.336,19.714,-12.878,1.282
-0.641,0.867,0.390,33.081,-12.207,0.610
-0.625,0.858,0.388,50.537,-12.390,2.075
-0.606,0.826,0.388,62.988,-15.869,-0.427
-0.595,0.828,0.366,68.298,-21.301,-3.540
-0.593,0.829,0.367,71.655,-23.437,-7.996
-0.587,0.811,0.365,75.867,-20.874,-13.672

-0.159,-0.745,0.815,238.770,-72.998,38.879
-0.195,-0.482,0.904,225.281,-47.729,34.851
-0.261,-0.316,1.064,206.299,-29.297,30.396
-0.334,-0.246,1.073,175.232,-15.747,24.841
-0.377,-0.233,1.088,142.639,-11.292,19.775
-0.364,-0.191,0.968,116.638,-10.376,17.761
-0.343,-0.163,0.749,108.093,-15.015,18.372
-0.329,-0.101,0.552,82.275,-18.311,16.541
-0.344,-0.077,0.550,55.725,-23.193,13.245
-0.408,-0.111,0.642,33.875,-26.794,6.897
-0.456,-0.130,0.747,13.306,-28.564,-1.526
-0.473,-0.108,0.777,-1.953,-30.518,-10.254
-0.446,-0.123,0.829,-18.372,-33.813,-17.578
-0.454,-0.161,0.841,-34.119,-37.048,-23.071
-0.451,-0.182,0.840,-41.565,-39.856,-24.963
-0.427,-0.195,0.833,-40.466,-43.213,-25.146
-0.385,-0.184,0.869,-37.170,-47.791,-25.085
-0.360,-0.167,0.950,-35.278,-52.551,-26.062
-0.360,-0.172,1.005,-34.546,-55.725,-28.137
-0.361,-0.193,0.991,-35.828,-56.641,-31.799
-0.363,-0.164,0.975,-39.368,-57.373,-37.109
-0.348,-0.153,1.000,-39.246,-58.411,-41.748
-0.377,-0.192,1.038,-36.499,-57.861,-44.678
-0.404,-0.204,1.072,-37.781,-56.702,-45.898
-0.447,-0.088,1.092,-39.856,-54.260,-45.776
-0.413,-0.159,1.110,-41.199,-51.758,-46.875
-0.440,-0.069,1.140,-39.917,-47.729,-45.349
-0.455,-0.026,1.147,-40.955,-43.823,-45.898
-0.473,0.003,1.184,-44.067,-40.466,-47.302
-0.477,0.013,1.245,-49.194,-36.743,-49.561
-0.486,-0.006,1.288,-50.598,-33.997,-52.124
-0.514,-0.050,1.348,-53.955,-32.043,-54.993
-0.511,-0.096,1.378,-75.317,-28.442,-58.655
-0.527,-0.194,1.374,-85.510,-26.489,-61.707
-0.553,-0.284,1.349,-103.394,-22.156,-60.181
-0.540,-0.322,1.433,-139.771,-14.160,-57.312
-0.733,1.512,0.262,-19.287,6.897,3.052
-0.630,0.563,0.007,-59.814,95.215,57.068
-0.579,0.718,0.517,-87.524,69.397,33.508
-0.641,0.757,0.901,-92.102,62.805,14.771
-0.647,0.666,1.013,-80.017,69.275,1.465
-0.629,0.526,1.192,-71.289,63.049,-2.563
-0.579,0.415,1.177,-65.674,58.777,-2.563
-0.538,0.399,1.099,-63.049,54.321,0.793
-0.478,0.386,0.942,-66.284,49.561,4.883
-0.426,0.275,0.766,-75.562,44.617,7.629
-0.418,0.122,0.528,-79.834,36.316,8.484
-0.413,0.103,0.474,-64.575,27.100,8.728
-0.433,0.111,0.585,-44.739,21.057,7.080
-0.456,0.161,0.723,-31.860,18.372,3.174
-0.458,0.212,0.854,-20.935,16.541,-0.610
-0.450,0.249,0.919,-10.010,16.418,-4.333
-0.488,0.249,1.009,4.822,13.977,-6.287
-0.515,0.150,1.043,5.066,12.085,-5.310
-0.544,0.099,1.057,5.249,11.108,0.122
-0.548,0.064,0.999,8.606,12.329,6.042
-0.531,0.029,0.870,8.911,13.916,9.949
-0.506,-0.003,0.804,2.197,13.916,12.756
-0.496,0.027,0.763,-2.808,14.709,13.916
-0.453,0.132,0.808,0.488,15.625,12.024
-0.416,0.197,0.817,1.648,13.123,9.277
-0.422,0.192,0.844,4.883,10.071,6.531
-0.412,0.203,0.918,12.146,7.141,3.113
-0.395,0.217,0.997,9.460,3.601,-1.343
-0.380,0.243,1.008,-2.930,-0.793,-4.944
-0.405,0.272,1.109,-19.714,-5.615,-8.118
-0.442,0.153,1.212,-44.861,-9.583,-12.634
-0.501,0.094,1.278,-72.327,-16.296,-14.404
-0.588,0.142,1.564,-86.975,-25.208,-14.709
-0.639,0.311,1.826,-74.341,-31.616,-13.245
-0.752,0.057,1.707,-86.914,-37.476,-13.306
-0.781,-0.188,1.663,-129.272,-40.344,-7.996
-0.663,-0.213,1.436,-199.463,-37.170,-10.559
-0.535,-0.305,1.601,-246.521,-30.273,-26.367
-0.318,0.049,1.070,-214.417,-7.080,-34.485
-0.105,-0.183,0.604,-206.726,2.991,-47.791
0.161,-0.578,-0.187,-236.572,-8.484,-28.198
0.016,-0.754,-0.227,-286.621,-27.222,-7.568
-0.264,-0.347,0.111,-299.133,-46.082,14.832
-0.442,0.142,0.127,-248.596,-53.772,18.921
-0.575,0.442,-0.069,-206.421,-66.772,15.320
-0.663,0.542,-0.103,-190.247,-81.299,16.846
-0.765,0.552,-0.030,-170.288,-88.806,21.118
-0.742,0.564,-0.016,-146.240,-88.806,26.062
-0.717,0.657,0.069,-125.671,-88.318,31.921
-0.754,0.580,0.238,-104.553,-81.665,40.405
-0.845,0.493,0.381,-98.022,-70.313,48.462
-0.891,0.528,0.458,-105.225,-59.753,49.377
-0.928,0.598,0.484,-114.990,-46.082,45.532
-0.940,0.582,0.429,-121.277,-32.227,42.297
-0.839,0.748,0.411,-126.526,-22.888,37.720
-0.826,0.878,0.326,-114.685,-10.315,25.513
-0.837,0.904,0.278,-93.872,3.540,13.245
-0.795,0.903,0.256,-77.087,9.338,6.836
-0.746,0.916,0.242,-57.434,12.451,3.784
-0.713,0.918,0.251,-41.199,16.357,4.211
-0.705,0.936,0.251,-30.151,18.311,2.747
-0.716,0.990,0.261,-19.653,21.729,-1.221
-0.715,1.078,0.249,-3.967,24.658,-7.996
-0.698,1.124,0.220,12.268,25.391,-16.663
-0.687,1.197,0.195,35.156,21.912,-26.062
-0.707,1.219,0.178,52.368,13.672,-38.513
-0.690,1.271,0.158,75.073,10.498,-50.903
-0.650,1.342,0.155,108.765,9.827,-59.692
-0.619,1.395,0.117,152.893,7.996,-68.054
-0.600,1.375,0.125,205.078,4.333,-75.500
-0.578,1.290,0.098,263.550,-2.380,-79.346
-0.591,1.146,-0.099,319.214,-9.033,-75.989
-0.603,0.719,0.089,335.022,-21.240,-71.655
-0.585,0.410,0.093,357.910,-35.034,-59.082
-0.617,0.150,0.185,371.948,-46.204,-45.715
-0.617,0.082,0.350,390.625,-52.734,-30.151
-0.654,-0.052,0.262,416.321,-48.096,-14.038
-0.638,-0.349,0.485,378.113,-49.561,-1.404
-0.656,-0.300,0.367,354.004,-44.189,14.893
-0.730,-0.498,0.630,331.360,-29.358,30.579
-0.714,-0.691,0.524,278.320,-15.137,41.931
-0.661,-0.770,0.605,201.965,-1.099,44.739
-0.531,-0.760,0.663,145.752,19.653,47.852

-0.428,-0.156,1.007,-82.397,24.841,-28.076
-0.389,-0.217,0.973,-88.623,23.254,-23.010
-0.358,-0.186,0.932,-93.079,22.644,-16.174
-0.323,-0.123,0.967,-100.647,21.851,-15.930
-0.302,-0.065,0.909,-106.934,24.719,-17.456
-0.277,0.001,0.824,-109.131,27.588,-18.555
-0.255,0.070,0.808,-105.896,26.184,-18.555
-0.241,0.100,0.736,-105.408,25.635,-18.982
-0.241,0.080,0.743,-108.826,24.292,-19.592
-0.236,0.123,0.713,-112.000,23.987,-17.822
-0.234,0.196,0.676,-106.262,24.719,-13.367
-0.237,0.181,0.696,-99.182,23.743,-9.583
-0.238,0.206,0.688,-85.815,23.132,-5.859
-0.267,0.252,0.707,-73.669,19.287,-2.686
-0.315,0.289,0.700,-67.688,15.869,-1.648
-0.353,0.335,0.665,-62.561,13.306,-0.671
-0.381,0.359,0.630,-58.167,10.132,-0.366
-0.397,0.379,0.618,-51.697,6.897,-0.061
-0.411,0.368,0.628,-44.739,3.967,-0.671
-0.420,0.353,0.645,-32.410,1.770,-0.916
-0.435,0.336,0.680,-24.780,0.732,-0.122
-0.448,0.332,0.708,-18.616,0.671,1.587
-0.434,0.305,0.727,-14.465,1.343,3.967
-0.474,0.321,0.737,-12.878,2.625,7.812
-0.483,0.344,0.689,-12.634,2.747,6.775
-0.485,0.427,0.597,-9.949,2.014,6.653
-0.489,0.550,0.507,-5.005,-1.038,2.930
-0.497,0.694,0.422,4.700,-4.395,-4.150
-0.492,0.810,0.354,23.926,-8.240,-12.634
-0.491,0.827,0.331,48.218,-13.794,-20.386
-0.445,0.821,0.287,79.163,-21.667,-24.902
-0.408,0.692,0.243,111.694,-29.663,-26.123
-0.399,0.498,0.253,139.771,-40.405,-22.644
-0.400,0.356,0.321,171.143,-49.438,-13.306
-0.394,0.103,0.047,198.059,-49.194,-4.089
-0.364,-0.231,0.031,218.994,-58.716,11.414
-0.385,-0.452,0.214,216.003,-74.524,28.442
