aX,aY,aZ,gX,gY,gZ
-0.261,0.480,0.973,-32.288,-13.245,-10.742
-0.210,0.307,0.919,-46.387,-17.212,-15.320
-0.153,0.208,0.820,-60.669,-18.188,-20.203
-0.146,0.204,0.801,-76.538,-17.090,-25.330
-0.190,0.310,0.823,-88.135,-16.174,-31.189
-0.276,0.416,0.976,-102.234,-16.418,-37.354
-0.385,0.608,1.146,-111.389,-13.794,-41.687
-0.432,0.689,1.185,-106.323,-8.362,-45.410
-0.377,0.619,1.100,-96.375,-4.150,-48.889
-0.294,0.514,0.961,-81.238,-2.197,-52.429
-0.235,0.367,0.838,-70.068,-1.892,-55.054
-0.200,0.245,0.704,-64.514,-4.028,-56.580
-0.177,0.173,0.672,-61.768,-6.287,-58.044
-0.165,0.114,0.637,-61.707,-7.385,-59.143
-0.148,-0.006,0.643,-66.284,-8.911,-59.326
-0.161,-0.049,0.691,-74.646,-11.108,-56.763
-0.170,-0.026,0.771,-80.750,-12.573,-54.565
-0.173,0.046,0.810,-78.918,-14.099,-53.772
-0.155,0.078,0.801,-69.336,-14.343,-50.293
-0.146,0.126,0.705,-56.702,-16.418,-44.250
-0.101,-0.098,0.624,-63.049,-20.752,-36.560
-0.115,-0.163,0.710,-83.374,-27.283,-23.010
-0.100,-0.017,0.594,-70.068,-28.503,-7.751
-0.104,0.001,0.493,-57.434,-32.104,2.930
-0.136,0.016,0.620,-60.730,-39.063,15.625
-0.168,0.070,0.600,-42.297,-41.687,30.945
-0.210,0.053,0.684,-32.471,-45.532,43.762
-0.219,0.051,0.718,-17.456,-46.570,55.603
-0.214,0.078,0.756,-1.953,-46.509,66.223
-0.256,0.239,0.836,19.043,-46.082,73.608
-0.362,0.608,0.971,52.551,-42.419,77.515
-0.495,0.989,1.189,87.830,-35.217,75.256
-0.520,1.069,1.168,108.948,-28.320,69.153
-0.451,0.956,1.019,95.276,-30.640,63.293
-0.468,1.078,1.151,46.387,-31.372,57.495
-0.448,0.958,1.055,2.258,-24.841,44.373
-0.358,0.888,0.903,-41.504,-26.489,35.461
-0.329,1.025,0.823,-66.650,-29.602,29.785
-0.338,1.190,0.788,-76.416,-30.151,19.165
-0.352,1.218,0.752,-67.566,-30.212,8.850
-0.346,1.039,0.783,-60.547,-31.555,5.371
-0.347,0.945,0.788,-49.927,-32.104,8.667
-0.336,0.861,0.806,-36.743,-31.067,13.123
-0.373,0.980,0.865,-21.545,-26.611,14.526
-0.386,1.014,0.896,-30.212,-27.039,7.507
-0.374,0.989,0.916,-34.668,-24.841,1.892
-0.352,1.038,0.902,-42.419,-23.132,-2.991
-0.331,1.064,0.870,-48.157,-21.301,-7.080
-0.328,1.056,0.844,-58.899,-21.057,-12.085
-0.306,1.090,0.791,-65.491,-21.545,-17.334
-0.291,1.068,0.759,-73.669,-24.109,-23.499
-0.294,1.058,0.719,-83.740,-26.001,-27.649
-0.322,1.051,0.672,-88.379,-28.198,-31.311
-0.374,1.012,0.666,-91.003,-30.334,-35.217
-0.432,1.051,0.758,-88.196,-30.701,-40.466
-0.486,1.097,0.771,-75.562,-27.405,-46.265
-0.532,1.091,0.803,-60.181,-26.184,-51.514
-0.539,1.035,0.790,-48.157,-24.109,-54.199
-0.507,0.890,0.793,-48.401,-22.522,-57.007
-0.431,0.833,0.809,-52.307,-20.142,-58.838
-0.362,0.728,0.560,-51.575,-17.639,-59.143
-0.332,0.409,0.681,-73.669,-21.973,-57.678
-0.275,0.311,0.616,-86.975,-20.630,-46.997
-0.204,0.170,0.355,-85.388,-19.470,-34.668
-0.177,-0.036,0.313,-105.530,-26.672,-22.522
-0.219,0.137,0.327,-102.417,-32.593,-5.737
-0.254,0.336,0.292,-75.134,-36.804,8.789
-0.293,0.328,0.406,-63.293,-42.908,21.179
-0.334,0.369,0.465,-40.405,-48.584,39.734
-0.356,0.386,0.526,-17.273,-50.293,59.387
-0.412,0.497,0.636,1.099,-51.636,75.378
-0.483,0.648,0.748,28.259,-55.481,87.708
-0.538,0.663,0.816,51.392,-61.829,95.581
-0.574,0.734,0.942,62.866,-62.073,100.891
-0.661,0.967,1.135,65.186,-55.786,102.478
-0.770,1.081,1.198,45.288,-48.279,98.694
-0.745,1.092,0.877,40.344,-46.326,92.651
-0.720,0.911,0.713,18.921,-45.959,85.022
-0.687,1.047,0.802,-6.409,-38.452,75.073
-0.724,1.198,0.654,4.517,-29.785,61.829
-0.733,1.313,0.737,6.287,-30.640,46.143
-0.633,1.312,0.581,37.292,-26.611,34.424
-0.562,1.098,0.539,43.640,-29.419,24.719
-0.512,0.954,0.473,42.419,-30.029,20.996
-0.490,0.953,0.458,36.682,-30.151,18.616
-0.496,1.025,0.478,29.541,-29.785,14.954
-0.506,1.008,0.502,19.653,-31.250,9.338

0.152,-1.025,0.534,20.630,5.310,-18.250
0.192,-0.943,0.519,18.372,5.188,-11.414
0.203,-0.906,0.487,17.212,3.601,-5.676
0.197,-0.921,0.407,15.747,-0.916,-0.305
0.182,-1.089,0.302,10.925,-7.568,6.165
0.159,-1.265,0.242,3.174,-14.160,15.442
0.144,-1.297,0.237,-1.465,-18.250,26.001
0.137,-1.242,0.316,-2.686,-20.447,35.339
0.134,-1.195,0.423,-5.615,-23.499,42.786
0.166,-1.142,0.525,-10.254,-26.062,49.500
0.178,-1.113,0.595,-9.644,-27.954,57.129
0.156,-1.115,0.657,-6.042,-30.396,66.833
0.125,-1.053,0.692,0.183,-31.921,77.026
0.115,-0.836,0.786,1.343,-30.640,83.130
0.030,-0.340,1.200,-0.793,-23.193,81.543
0.090,-0.165,1.035,-13.123,-8.362,69.641
0.247,-0.341,1.021,-18.188,-8.301,66.772
0.306,-0.167,0.919,6.348,-6.958,67.627
0.240,-0.259,0.873,18.555,-3.235,62.622
0.233,-0.382,0.862,12.939,-0.305,61.218
0.209,-0.416,0.831,4.822,3.784,62.988
0.209,-0.418,0.748,-2.563,6.287,65.063
0.175,-0.302,0.766,-6.104,8.850,66.406
0.138,-0.083,0.784,-8.118,13.916,62.317
0.134,0.175,0.829,-4.822,19.836,51.880
0.130,0.230,0.809,0.122,23.804,36.682
0.148,0.237,0.805,-4.028,23.926,21.851
0.160,0.338,0.734,-5.249,25.391,6.836
0.197,0.345,0.659,-5.432,25.574,-11.719
0.218,0.226,0.620,-4.517,24.841,-30.518
0.202,0.066,0.584,-4.150,22.888,-46.570
0.154,-0.061,0.583,-7.568,20.142,-60.547
0.122,-0.121,0.514,-12.451,18.494,-74.219
0.111,-0.356,0.424,-27.100,14.832,-88.196
0.121,-0.502,0.449,-49.133,9.277,-99.243
0.087,-0.454,0.492,-53.894,6.897,-108.032
0.065,-0.660,0.421,-45.410,2.563,-115.784
0.039,-0.958,0.455,-39.734,-6.958,-117.554
0.030,-1.233,0.422,-17.700,-12.512,-108.276
-0.007,-1.744,0.527,-5.493,-19.592,-93.872
-0.128,-1.764,0.787,15.503,-14.954,-69.885
-0.012,-1.796,0.828,24.048,-10.559,-53.589
0.093,-2.138,0.752,15.076,-11.536,-34.302
0.090,-2.188,0.720,18.555,-15.991,-0.549
0.114,-2.083,0.693,17.883,-15.503,29.663
0.204,-1.815,0.718,9.399,-12.024,50.842
0.253,-1.459,0.760,7.263,-8.484,64.575
0.262,-1.134,0.853,12.146,-5.737,74.890
0.281,-0.985,0.949,18.066,-4.395,84.473
0.281,-0.876,0.957,20.142,-3.174,94.666
0.334,-0.648,0.896,17.517,-0.122,103.027
0.332,-0.503,0.909,6.042,4.333,102.295
0.301,-0.334,0.771,-11.353,10.071,97.412
0.302,-0.176,0.936,-26.062,14.465,90.637
0.331,0.237,0.859,-12.878,22.766,83.679
0.259,0.076,0.738,-0.793,23.071,74.097
0.276,-0.149,0.725,-3.601,18.677,65.979
0.253,-0.047,0.675,-12.329,21.057,58.472
0.209,0.072,0.517,-11.108,21.667,50.720
0.200,0.071,0.427,-11.414,16.235,37.842
0.190,0.198,0.421,-13.245,12.573,18.677
0.133,0.332,0.505,-6.287,10.864,-3.113
0.104,0.334,0.586,0.427,7.263,-23.621
0.111,0.270,0.617,3.235,1.709,-41.260
0.107,0.112,0.611,3.479,-3.540,-56.580
0.090,-0.060,0.565,3.113,-6.531,-70.068
0.044,-0.273,0.557,-1.404,-8.728,-82.520
0.054,-0.408,0.555,-12.268,-10.742,-91.125
0.033,-0.422,0.619,-28.625,-11.597,-98.999
0.068,-0.256,0.661,-35.583,-8.179,-109.009
0.067,-0.414,0.523,-26.367,-6.531,-118.896
0.031,-1.005,0.667,-30.579,-15.564,-118.713
0.075,-1.233,0.710,-23.682,-16.479,-106.689
0.072,-1.243,0.696,-27.405,-13.489,-98.267
0.109,-1.464,0.705,-28.320,-11.169,-84.778
0.137,-1.549,0.907,-11.108,-11.902,-66.956
0.218,-1.675,0.803,9.399,-7.996,-49.805
0.198,-1.916,0.706,10.315,-12.085,-29.175
0.241,-2.039,0.757,8.179,-14.038,1.465
0.300,-1.954,0.708,-2.930,-10.254,27.954
0.297,-1.685,0.703,-12.268,-7.507,48.401
0.291,-1.315,0.753,-12.939,-3.357,62.622
0.285,-1.030,0.830,-4.395,-0.183,71.960
0.277,-0.971,0.872,5.981,0.244,79.041
0.274,-0.947,0.882,11.902,-0.366,87.646
0.281,-0.804,0.803,15.015,0.854,96.863
0.313,-0.597,0.741,14.343,3.601,99.670
0.270,-0.262,0.779,9.155,7.507,94.177
0.217,-0.181,0.792,-2.808,10.681,86.853
0.296,0.000,0.937,-9.827,14.282,81.665
0.312,0.194,0.794,-0.732,19.104,72.571
0.260,0.065,0.796,2.625,16.479,60.974
0.243,0.127,0.810,-4.517,17.151,47.668
0.214,0.142,0.654,-12.634,18.494,35.828
0.201,0.044,0.567,-16.663,13.672,23.804
0.176,0.080,0.528,-18.738,10.742,5.249
0.109,0.112,0.556,-14.709,8.606,-14.648
0.062,0.082,0.623,-5.859,4.089,-32.654
0.059,-0.043,0.647,-2.197,-0.977,-47.852
0.068,-0.183,0.624,-4.700,-4.700,-59.448
0.075,-0.189,0.573,-8.667,-6.775,-70.129
0.101,-0.191,0.420,-14.160,-9.460,-81.299
0.080,-0.406,0.453,-28.442,-14.954,-93.445
0.067,-0.490,0.502,-38.391,-17.395,-100.830
0.042,-0.741,0.552,-41.992,-20.935,-102.722
0.043,-0.841,0.657,-36.865,-25.757,-95.581
-0.023,-1.192,0.727,-43.457,-28.198,-88.623
0.000,-1.224,0.879,-37.170,-26.611,-70.862
0.029,-1.386,0.898,-21.851,-20.569,-57.068
0.128,-1.589,0.864,-12.695,-20.569,-41.687
0.159,-1.604,0.830,-3.296,-20.752,-20.447
0.203,-1.555,0.805,6.470,-20.142,2.014
0.250,-1.601,0.771,10.193,-17.944,23.926
0.253,-1.504,0.757,9.827,-17.273,45.837
0.280,-1.256,0.777,10.254,-13.672,62.866
0.333,-0.983,0.811,10.254,-9.827,73.608
0.394,-0.804,0.865,12.329,-7.812,81.604
0.401,-0.802,0.914,12.329,-6.958,90.393
0.445,-0.429,1.127,12.573,-1.587,97.168

0.192,-0.943,0.519,18.372,5.188,-11.414
0.203,-0.906,0.487,17.212,3.601,-5.676
0.197,-0.921,0.407,15.747,-0.916,-0.305
0.182,-1.089,0.302,10.925,-7.568,6.165
0.159,-1.265,0.242,3.174,-14.160,15.442
0.144,-1.297,0.237,-1.465,-18.250,26.001
0.137,-1.242,0.316,-2.686,-20.447,35.339
0.134,-1.195,0.423,-5.615,-23.499,42.786
0.166,-1.142,0.525,-10.254,-26.062,49.500
0.178,-1.113,0.595,-9.644,-27.954,57.129
0.156,-1.115,0.657,-6.042,-30.396,66.833
0.125,-1.053,0.692,0.183,-31.921,77.026
0.115,-0.836,0.786,1.343,-30.640,83.130
0.030,-0.340,1.200,-0.793,-23.193,81.543
0.090,-0.165,1.035,-13.123,-8.362,69.641
0.247,-0.341,1.021,-18.188,-8.301,66.772
0.306,-0.167,0.919,6.348,-6.958,67.627
0.240,-0.259,0.873,18.555,-3.235,62.622
0.233,-0.382,0.862,12.939,-0.305,61.218
0.209,-0.416,0.831,4.822,3.784,62.988
0.209,-0.418,0.748,-2.563,6.287,65.063
0.175,-0.302,0.766,-6.104,8.850,66.406
0.138,-0.083,0.784,-8.118,13.916,62.317
0.134,0.175,0.829,-4.822,19.836,51.880
0.130,0.230,0.809,0.122,23.804,36.682
0.148,0.237,0.805,-4.028,23.926,21.851
0.160,0.338,0.734,-5.249,25.391,6.836
0.197,0.345,0.659,-5.432,25.574,-11.719
0.218,0.226,0.620,-4.517,24.841,-30.518
0.202,0.066,0.584,-4.150,22.888,-46.570
0.154,-0.061,0.583,-7.568,20.142,-60.547
0.122,-0.121,0.514,-12.451,18.494,-74.219
0.111,-0.356,0.424,-27.100,14.832,-88.196
0.121,-0.502,0.449,-49.133,9.277,-99.243
0.087,-0.454,0.492,-53.894,6.897,-108.032
0.065,-0.660,0.421,-45.410,2.563,-115.784
0.039,-0.958,0.455,-39.734,-6.958,-117.554
0.030,-1.233,0.422,-17.700,-12.512,-108.276
-0.007,-1.744,0.527,-5.493,-19.592,-93.872
0.465,-1.089,0.791,2.563,6.531,35.645
0.452,-0.974,0.803,0.854,8.728,42.053
0.430,-0.914,0.839,2.197,10.132,46.875
0.414,-0.894,0.864,8.118,11.292,52.429
0.393,-0.937,0.865,14.465,12.390,59.387
0.384,-0.908,0.857,18.250,13.489,66.528
0.381,-0.747,0.862,22.278,15.869,70.496
0.331,-0.654,0.729,26.184,18.127,70.679
0.272,-0.600,0.710,19.348,16.357,70.984
0.305,-0.258,0.798,9.583,18.982,67.932
0.280,-0.110,0.766,0.610,22.278,58.716
0.309,-0.078,0.735,-1.038,20.935,53.162
0.334,-0.093,0.710,1.282,20.508,46.448
0.325,-0.093,0.675,1.709,19.531,39.856
0.340,0.107,0.665,3.174,17.822,32.410
0.281,0.189,0.596,7.385,15.869,19.165
0.241,0.141,0.539,5.981,10.559,5.310
0.218,0.092,0.468,3.113,5.310,-7.141
0.227,0.137,0.437,0.000,0.000,-20.325
0.214,0.104,0.423,4.822,-4.822,-35.217
0.199,-0.085,0.448,9.705,-10.254,-47.180
0.204,-0.228,0.463,8.423,-14.282,-55.969
0.171,-0.224,0.549,1.343,-17.151,-64.148
0.167,-0.196,0.516,-3.174,-17.395,-72.571
0.197,-0.391,0.546,-14.343,-21.484,-79.346
0.205,-0.501,0.655,-23.926,-25.940,-79.041
0.201,-0.454,0.755,-21.179,-28.076,-76.599
0.240,-0.409,0.778,-6.409,-27.039,-76.721
0.272,-0.632,0.724,7.446,-27.161,-75.745
0.315,-0.961,0.762,7.935,-29.663,-67.871
0.270,-1.144,0.899,7.324,-27.405,-56.152
0.233,-1.117,0.978,6.470,-20.325,-45.349
0.300,-1.145,1.003,6.226,-15.930,-38.879
0.314,-1.173,0.999,13.245,-13.611,-30.334
0.349,-1.240,0.987,17.334,-11.047,-19.897
0.380,-1.281,0.970,19.043,-7.202,-8.057
0.397,-1.286,0.943,21.545,-3.845,5.005
0.410,-1.312,0.896,22.461,-0.244,18.494
0.415,-1.322,0.826,18.738,1.953,31.616
0.411,-1.206,0.784,11.963,3.906,43.213
0.388,-1.027,0.790,3.845,7.996,51.147
0.362,-0.904,0.814,-1.221,12.207,57.739
0.345,-0.886,0.828,-1.404,15.381,64.392
0.338,-0.858,0.814,-0.977,16.846,70.984
0.342,-0.643,0.828,0.122,18.005,75.256
0.304,-0.462,0.740,10.742,20.020,75.745
0.321,-0.509,0.657,27.649,18.433,77.087
0.330,-0.448,0.444,40.405,14.709,76.172
0.230,-0.518,0.530,23.437,7.507,71.411
0.290,0.129,0.579,9.888,10.376,63.538
0.237,0.246,0.511,12.878,11.108,44.617
0.238,-0.037,0.477,15.930,3.723,37.964
0.263,0.008,0.496,11.902,-2.319,34.119
0.157,0.150,0.492,12.451,-5.310,19.836
0.089,0.069,0.470,8.118,-8.728,-0.366
0.125,-0.020,0.466,-5.371,-13.611,-15.747
0.145,0.005,0.492,-15.991,-18.921,-27.588
0.122,-0.126,0.520,-17.822,-22.522,-38.757
0.112,-0.287,0.531,-20.325,-24.414,-47.363
0.099,-0.311,0.556,-27.283,-26.367,-54.626
0.105,-0.317,0.538,-37.537,-27.161,-62.927
0.175,-0.355,0.484,-52.307,-29.602,-70.068
0.225,-0.316,0.524,-62.256,-33.875,-71.899
0.231,-0.159,0.596,-50.232,-37.415,-73.120
0.274,-0.135,0.602,-22.278,-40.405,-75.928
0.270,-0.602,0.649,-8.667,-46.814,-78.186
0.326,-0.866,0.792,-9.338,-51.453,-73.181
0.299,-0.944,0.932,-4.517,-47.668,-66.956
0.229,-1.136,1.104,0.305,-45.105,-59.814
0.323,-1.303,1.170,0.977,-38.513,-50.232
0.334,-1.400,1.302,1.587,-33.325,-36.133
0.375,-1.303,1.284,3.662,-24.902,-21.667
0.395,-1.298,1.214,10.559,-14.282,-11.597
0.429,-1.432,1.117,13.550,-8.057,2.502
0.410,-1.527,0.982,12.207,-5.249,21.973
0.365,-1.411,0.891,6.226,-2.197,38.757
0.367,-1.119,0.797,-1.465,2.869,46.692
0.346,-0.916,0.740,-5.493,6.653,50.293
0.336,-0.874,0.705,-2.014,7.812,55.542
0.347,-0.907,0.726,3.906,6.348,62.195

0.203,-0.906,0.487,17.212,3.601,-5.676
0.197,-0.921,0.407,15.747,-0.916,-0.305
0.182,-1.089,0.302,10.925,-7.568,6.165
0.159,-1.265,0.242,3.174,-14.160,15.442
0.144,-1.297,0.237,-1.465,-18.250,26.001
0.137,-1.242,0.316,-2.686,-20.447,35.339
0.134,-1.195,0.423,-5.615,-23.499,42.786
0.166,-1.142,0.525,-10.254,-26.062,49.500
0.178,-1.113,0.595,-9.644,-27.954,57.129
0.156,-1.115,0.657,-6.042,-30.396,66.833
0.125,-1.053,0.692,0.183,-31.921,77.026
0.115,-0.836,0.786,1.343,-30.640,83.130
0.030,-0.340,1.200,-0.793,-23.193,81.543
0.090,-0.165,1.035,-13.123,-8.362,69.641
0.247,-0.341,1.021,-18.188,-8.301,66.772
0.306,-0.167,0.919,6.348,-6.958,67.627
0.240,-0.259,0.873,18.555,-3.235,62.622
0.233,-0.382,0.862,12.939,-0.305,61.218
0.209,-0.416,0.831,4.822,3.784,62.988
0.209,-0.418,0.748,-2.563,6.287,65.063
0.175,-0.302,0.766,-6.104,8.850,66.406
0.138,-0.083,0.784,-8.118,13.916,62.317
0.134,0.175,0.829,-4.822,19.836,51.880
0.130,0.230,0.809,0.122,23.804,36.682
0.148,0.237,0.805,-4.028,23.926,21.851
0.160,0.338,0.734,-5.249,25.391,6.836
0.197,0.345,0.659,-5.432,25.574,-11.719
0.218,0.226,0.620,-4.517,24.841,-30.518
0.202,0.066,0.584,-4.150,22.888,-46.570
0.154,-0.061,0.583,-7.568,20.142,-60.547
0.122,-0.121,0.514,-12.451,18.494,-74.219
0.111,-0.356,0.424,-27.100,14.832,-88.196
0.121,-0.502,0.449,-49.133,9.277,-99.243
0.087,-0.454,0.492,-53.894,6.897,-108.032
0.065,-0.660,0.421,-45.410,2.563,-115.784
0.039,-0.958,0.455,-39.734,-6.958,-117.554
0.030,-1.233,0.422,-17.700,-12.512,-108.276
-0.007,-1.744,0.527,-5.493,-19.592,-93.872
0.465,-1.089,0.791,2.563,6.531,35.645
0.328,-1.124,1.028,-3.906,-12.268,-21.118
0.376,-1.151,1.012,5.432,-11.230,-12.268
0.376,-1.206,0.999,14.893,-10.864,-1.770
0.360,-1.278,0.944,21.423,-7.446,10.559
0.348,-1.239,0.897,22.095,-4.089,22.949
0.350,-1.123,0.870,19.531,0.916,31.677
0.321,-1.030,0.874,16.418,5.798,38.391
0.289,-1.034,0.901,15.930,9.277,46.753
0.283,-1.054,0.933,18.127,12.817,56.213
0.279,-0.996,0.907,23.804,16.235,64.819
0.287,-0.855,0.849,26.917,19.531,70.374
0.274,-0.704,0.823,25.330,22.522,72.327
0.303,-0.419,0.756,21.912,25.574,69.214
0.287,-0.451,0.779,10.742,24.780,63.660
0.302,-0.140,0.711,13.550,26.123,60.547
0.252,-0.251,0.594,22.217,25.146,53.650
0.279,-0.329,0.558,26.184,20.996,53.894
0.261,-0.146,0.457,29.724,19.043,49.072
0.141,-0.133,0.340,21.790,14.160,36.072
0.155,0.185,0.276,-0.977,7.874,21.362
0.238,0.573,0.213,-16.602,3.540,1.709
0.186,0.649,0.207,-13.184,-4.639,-19.348
0.145,0.500,0.212,1.892,-16.357,-40.283
0.149,0.256,0.228,17.273,-28.076,-59.143
0.122,-0.046,0.265,26.123,-36.499,-74.158
0.103,-0.257,0.326,14.282,-42.175,-84.106
0.107,-0.347,0.403,-14.099,-43.091,-92.712
0.099,-0.270,0.538,-42.114,-41.077,-98.938
0.120,-0.196,0.628,-68.176,-38.574,-104.980
0.091,-0.241,0.936,-77.759,-37.964,-109.314
0.180,-0.426,1.000,-49.805,-31.921,-103.577
0.104,-0.794,0.777,-31.677,-32.654,-99.365
0.195,-1.244,0.851,-22.339,-39.124,-86.792
0.160,-1.216,1.025,-10.315,-31.738,-74.463
0.209,-1.068,1.082,-10.010,-17.273,-63.049
0.192,-1.485,1.196,-12.207,-12.207,-53.284
0.266,-1.445,1.158,1.953,-5.920,-34.424
0.254,-1.469,1.033,13.123,-1.343,-20.264
0.306,-1.646,1.000,22.278,1.648,-2.014
0.322,-1.982,0.970,14.038,5.798,20.264
0.316,-1.847,0.961,1.404,11.719,42.236
0.330,-1.428,0.928,-7.507,20.447,50.964
0.342,-1.127,0.906,-7.996,25.940,53.589
0.333,-1.053,0.921,1.282,26.611,58.838
0.304,-1.083,0.957,17.334,25.635,65.979
0.289,-1.123,0.925,32.959,25.391,73.730
0.305,-1.111,0.794,40.405,24.414,81.299
0.313,-1.010,0.663,44.250,23.254,86.426
0.250,-0.996,0.488,43.457,21.057,88.379
0.251,-0.498,0.627,35.461,18.433,88.623
0.178,-0.289,0.701,26.672,20.813,77.026
0.238,-0.079,0.717,22.461,21.057,66.406
0.244,-0.234,0.690,21.973,17.944,56.458
0.263,-0.193,0.678,24.048,15.198,55.237
0.213,-0.134,0.578,29.846,14.343,50.781
0.224,-0.107,0.545,27.588,11.902,45.532
0.210,0.108,0.531,23.193,11.597,38.086
0.119,0.208,0.420,16.052,10.620,23.987
0.098,0.010,0.369,-6.531,3.967,10.071
0.227,0.367,0.312,-27.649,-0.244,-1.587
0.187,0.449,0.229,-33.875,-2.625,-24.048
0.168,0.283,0.203,-36.743,-10.315,-44.373
0.179,0.160,0.185,-35.156,-18.555,-62.195
0.161,0.000,0.272,-39.612,-25.757,-78.796
0.150,-0.198,0.380,-49.927,-31.372,-90.088
0.133,-0.457,0.517,-72.571,-37.476,-95.154
0.104,-0.465,0.736,-91.309,-39.368,-96.069
0.104,-0.339,0.950,-70.129,-35.400,-95.093
0.168,-0.546,0.791,-34.302,-30.334,-95.093
0.190,-1.161,0.849,-25.085,-38.086,-87.708
0.234,-1.243,1.004,-6.226,-36.682,-69.580
0.229,-1.122,0.971,8.179,-24.841,-61.951
0.235,-1.521,1.056,-0.244,-22.034,-51.575
0.283,-1.514,1.171,3.296,-16.785,-30.396
0.272,-1.443,1.075,13.977,-9.033,-17.029
0.254,-1.521,1.058,18.433,-5.798,-3.967
0.289,-1.591,1.020,18.860,-1.465,12.085
0.286,-1.562,0.956,14.221,2.747,27.588
0.300,-1.316,0.894,9.766,6.958,39.612
0.331,-1.078,0.835,6.470,10.986,45.715

0.134,0.175,0.829,-4.822,19.836,51.880
0.130,0.230,0.809,0.122,23.804,36.682
0.148,0.237,0.805,-4.028,23.926,21.851
0.160,0.338,0.734,-5.249,25.391,6.836
0.197,0.345,0.659,-5.432,25.574,-11.719
0.218,0.226,0.620,-4.517,24.841,-30.518
0.202,0.066,0.584,-4.150,22.888,-46.570
0.154,-0.061,0.583,-7.568,20.142,-60.547
0.122,-0.121,0.514,-12.451,18.494,-74.219
0.111,-0.356,0.424,-27.100,14.832,-88.196
0.121,-0.502,0.449,-49.133,9.277,-99.243
0.087,-0.454,0.492,-53.894,6.897,-108.032
0.065,-0.660,0.421,-45.410,2.563,-115.784
0.039,-0.958,0.455,-39.734,-6.958,-117.554
0.030,-1.233,0.422,-17.700,-12.512,-108.276
-0.007,-1.744,0.527,-5.493,-19.592,-93.872
0.465,-1.089,0.791,2.563,6.531,35.645
0.328,-1.124,1.028,-3.906,-12.268,-21.118
-0.220,0.531,0.719,0.488,-8.057,-60.059
-0.167,0.251,0.594,-10.620,-9.949,-64.331
-0.101,-0.078,0.623,-41.504,-12.207,-59.326
-0.040,-0.184,0.566,-56.030,-10.498,-47.302
-0.029,-0.271,0.661,-69.214,-10.681,-37.292
-0.002,-0.203,0.750,-78.857,-9.644,-26.855
-0.058,-0.049,0.823,-62.012,-11.719,-18.127
-0.093,-0.014,0.850,-29.419,-15.320,-6.042
-0.087,-0.282,0.851,0.305,-20.264,11.963
-0.093,-0.443,0.921,7.568,-22.888,35.217
-0.133,-0.233,0.966,16.113,-20.935,56.335
-0.190,0.071,0.945,29.785,-17.761,67.688
-0.219,0.127,0.896,35.522,-13.184,72.571
-0.198,0.010,0.846,33.447,-8.728,79.712
-0.194,-0.073,0.816,28.748,-6.836,89.844
-0.213,-0.027,0.719,26.733,-6.653,100.159
-0.217,0.128,0.638,21.851,-6.531,106.567
-0.255,0.488,0.688,20.386,-5.859,107.300
-0.352,0.774,0.683,22.034,-5.127,101.257
-0.459,0.767,0.773,6.592,-8.301,95.825
-0.470,0.806,0.868,-6.409,-7.751,96.008
-0.541,0.881,0.839,-5.005,-6.104,94.177
-0.610,1.015,0.963,-12.268,-7.324,85.266
-0.633,1.196,0.910,-6.653,-5.981,69.641
-0.650,1.268,0.872,-8.240,-6.592,48.218
-0.678,1.314,0.840,-11.108,-7.507,27.222
-0.675,1.291,0.850,-17.334,-7.324,7.568
-0.678,1.270,0.830,-18.250,-6.592,-7.385
-0.658,1.201,0.818,-14.709,-8.423,-24.902
-0.586,1.080,0.781,-7.080,-10.010,-40.527
-0.494,0.898,0.740,-2.563,-12.085,-49.561
-0.416,0.727,0.725,-2.502,-13.977,-52.551
-0.361,0.604,0.754,-6.348,-15.015,-52.429
-0.340,0.592,0.773,-10.254,-14.282,-51.819
-0.324,0.524,0.766,-11.780,-13.245,-53.833
-0.302,0.465,0.773,-14.404,-12.695,-55.054
-0.295,0.441,0.789,-15.625,-11.536,-55.054
-0.304,0.409,0.794,-12.878,-10.498,-54.443
-0.298,0.307,0.810,-12.268,-9.766,-52.429
-0.261,0.159,0.799,-14.343,-8.850,-47.852
-0.261,0.006,0.820,-18.127,-8.484,-41.138
-0.247,-0.115,0.779,-21.423,-7.812,-31.311
-0.195,-0.183,0.751,-23.560,-5.737,-19.836
-0.162,-0.164,0.679,-21.912,-2.625,-7.629
-0.144,-0.087,0.630,-20.752,-0.488,5.249
-0.153,-0.027,0.581,-17.944,-1.282,17.395
-0.175,0.034,0.589,-13.367,-5.432,29.602
-0.198,0.128,0.650,-5.737,-7.690,41.687
-0.216,0.203,0.730,11.047,-10.071,51.331
-0.235,0.215,0.782,26.184,-11.597,59.326
-0.249,0.146,0.765,35.217,-13.916,66.589
-0.226,0.085,0.749,32.471,-15.198,75.012
-0.215,0.296,0.844,27.344,-13.794,82.336
-0.269,0.424,0.720,32.593,-12.268,83.069
-0.319,0.522,0.889,21.423,-12.695,84.106
-0.331,0.938,0.880,44.189,-8.545,82.642
-0.444,1.107,1.037,67.383,-9.033,69.763
-0.559,1.037,1.048,71.655,-7.629,55.725
-0.620,0.922,1.110,38.696,-3.967,42.297
-0.499,0.893,1.084,3.235,4.333,30.884
-0.411,1.035,0.931,-15.747,10.071,18.860
-0.455,1.105,0.853,-16.296,10.071,3.357
-0.471,1.133,0.852,-10.010,10.071,-10.315
