aX,aY,aZ,gX,gY,gZ
-0.147,-0.567,0.672,-7.263,-7.202,20.203
-0.151,-0.519,0.712,-13.794,-7.446,32.959
-0.173,-0.371,0.754,-15.259,-7.019,43.152
-0.197,-0.190,0.799,-11.597,-6.592,50.964
-0.201,-0.039,0.801,-2.686,-6.409,58.044
-0.180,0.023,0.766,6.714,-7.935,65.552
-0.168,0.057,0.774,13.733,-11.719,73.914
-0.173,0.214,0.788,26.306,-16.357,81.055
-0.205,0.331,0.862,38.452,-19.470,84.534
-0.208,0.452,0.908,45.837,-19.836,87.402
-0.230,0.573,0.953,47.729,-18.921,88.379
-0.228,0.769,0.964,33.936,-18.677,84.351
-0.345,0.752,1.189,10.742,-15.137,74.707
-0.272,0.856,1.228,-1.404,-6.104,68.909
-0.302,0.908,1.086,4.150,-5.798,60.242
-0.356,0.743,1.099,-9.583,-5.920,51.208
-0.299,0.958,1.114,-15.991,-1.099,43.640
-0.310,1.245,1.042,0.000,4.395,27.954
-0.330,1.233,0.949,11.108,7.080,8.423
-0.326,1.143,0.956,11.963,5.737,-6.714
-0.314,1.050,0.968,9.338,5.432,-17.517
-0.279,0.982,0.956,5.798,4.639,-27.344
-0.232,0.925,0.893,4.395,4.272,-37.170
-0.199,0.823,0.811,4.211,3.723,-47.607
-0.184,0.717,0.795,0.366,2.258,-57.922
-0.176,0.611,0.734,-2.563,1.709,-67.871
-0.175,0.487,0.732,-9.338,0.305,-76.416
-0.184,0.444,0.819,-15.869,-0.122,-83.130
-0.198,0.543,0.939,-19.348,1.892,-89.478
-0.166,0.596,0.959,-14.465,5.737,-96.008
-0.172,0.329,0.921,-16.907,5.981,-99.304
-0.154,0.186,1.088,-24.963,4.761,-91.187
-0.077,0.247,0.999,-6.287,6.592,-83.313
-0.103,-0.029,0.865,5.005,5.432,-81.543
-0.119,-0.348,0.835,0.000,2.747,-69.641
-0.060,-0.491,0.749,-2.563,5.371,-50.049
-0.033,-0.529,0.571,-5.432,5.371,-35.889
-0.068,-0.575,0.537,-17.578,1.343,-23.376
-0.089,-0.568,0.523,-30.945,-1.770,-9.338
-0.118,-0.530,0.547,-38.086,-4.639,3.174
-0.129,-0.470,0.634,-39.856,-8.179,16.357
-0.135,-0.378,0.717,-31.494,-11.963,29.236
-0.153,-0.276,0.807,-17.578,-16.174,41.260
-0.171,-0.156,0.883,1.709,-18.799,52.307
-0.185,-0.053,0.941,27.222,-22.217,62.500
-0.187,0.042,0.953,53.833,-26.306,72.205
-0.189,0.192,0.976,78.064,-29.968,80.688
-0.189,0.273,0.872,97.717,-33.691,86.121
-0.294,0.261,0.923,89.600,-37.109,91.431
-0.230,0.357,0.840,66.833,-35.461,97.961
-0.254,0.591,0.965,36.438,-34.485,95.398
-0.437,0.658,1.108,-2.747,-25.085,83.801
-0.339,0.436,1.160,-64.026,-13.916,75.806
-0.326,0.913,1.184,-74.036,-8.789,73.486
-0.382,0.929,1.118,-52.368,-3.479,60.364

-0.192,0.076,0.858,47.119,-8.057,73.059
-0.173,0.237,0.839,56.274,-9.583,78.186
-0.187,0.341,0.836,60.486,-11.963,80.933
-0.200,0.474,0.830,59.814,-14.648,84.229
-0.244,0.460,0.845,50.659,-17.273,85.754
-0.280,0.331,0.993,22.888,-17.212,86.731
-0.291,0.486,1.033,-0.244,-14.648,88.318
-0.285,0.754,1.108,-5.310,-9.766,84.961
-0.277,1.023,1.160,4.639,-3.540,72.693
-0.061,-0.455,0.536,-27.466,-18.250,12.512
-0.066,-0.286,0.517,-29.297,-19.897,26.428
-0.090,-0.164,0.544,-25.757,-22.522,37.292
-0.126,-0.051,0.609,-15.808,-26.672,46.082
-0.164,0.037,0.701,-2.258,-30.212,54.321
-0.177,0.102,0.767,10.315,-33.813,61.584
-0.190,0.156,0.815,16.357,-36.438,68.359
-0.184,0.376,0.887,17.578,-36.194,73.364
-0.220,0.629,1.005,22.888,-33.386,73.120
-0.285,0.763,1.119,15.076,-26.184,70.068
-0.310,0.777,1.100,3.052,-19.104,67.139
-0.280,0.749,1.150,-16.602,-14.587,65.552
-0.289,0.906,1.160,-21.667,-10.010,60.547
-0.145,0.229,0.835,-21.545,0.854,-61.584
-0.126,0.021,0.807,-22.278,-0.916,-55.725
-0.135,-0.117,0.839,-25.024,-1.709,-45.227
-0.125,-0.132,0.785,-15.747,-0.366,-32.104
-0.101,-0.230,0.664,-12.512,-0.122,-21.118
-0.081,-0.320,0.633,-19.897,-2.747,-8.484
-0.083,-0.281,0.604,-19.775,-5.310,7.874
-0.099,-0.272,0.587,-18.066,-5.554,24.109
-0.120,-0.269,0.623,-20.264,-6.836,37.048
-0.139,-0.174,0.651,-16.602,-8.972,48.279
-0.156,-0.069,0.671,-13.306,-9.277,57.617
-0.168,0.034,0.703,-13.000,-8.728,65.430
-0.166,0.173,0.750,-14.954,-7.385,72.083
-0.180,0.365,0.837,-13.245,-6.287,76.233
-0.192,0.604,0.879,1.465,-6.042,78.735
-0.171,0.752,0.880,18.188,-6.409,79.224
-0.194,0.917,1.036,30.029,-8.301,77.271
-0.200,1.094,0.995,53.528,-8.362,73.669
-0.280,0.817,0.993,46.753,-10.010,68.604
-0.280,0.771,1.092,9.583,-10.681,66.956
-0.286,1.088,1.070,5.310,-5.066,57.373
-0.292,1.144,1.003,2.258,2.136,40.955
-0.252,1.169,0.940,-0.061,6.042,27.649
-0.240,1.257,0.831,3.784,8.240,14.587
-0.247,1.209,0.782,0.793,6.836,0.000
-0.233,1.148,0.858,-7.996,5.737,-11.719
-0.231,1.155,0.860,-4.700,6.470,-23.010
-0.218,1.056,0.820,1.892,5.554,-34.973
-0.192,0.931,0.815,3.235,3.357,-43.518
-0.185,0.875,0.800,4.883,1.221,-49.194
-0.191,0.808,0.724,8.484,-1.526,-54.932
-0.189,0.588,0.679,4.639,-4.578,-59.753
-0.193,0.454,0.726,-6.775,-6.470,-60.181
-0.203,0.522,0.835,-14.587,-5.371,-61.890
-0.188,0.568,0.806,-15.808,-1.587,-69.336
-0.165,0.473,0.831,-20.691,0.061,-75.623
-0.137,0.390,0.817,-23.132,0.671,-76.172
-0.136,0.308,0.867,-24.841,-0.366,-75.317
-0.125,0.187,0.839,-20.447,-0.671,-71.960
-0.149,0.002,0.901,-16.968,-1.465,-64.331
-0.122,-0.125,0.922,-10.803,-1.343,-52.856
-0.078,-0.267,0.825,-4.089,1.221,-40.649
-0.066,-0.344,0.768,-6.226,1.160,-26.917
-0.062,-0.335,0.651,-9.766,-0.183,-10.925
-0.057,-0.282,0.643,-18.494,-2.502,4.578
-0.061,-0.214,0.612,-19.775,-4.578,19.653
-0.080,-0.201,0.641,-20.264,-5.920,33.875
-0.105,-0.128,0.686,-15.442,-7.507,46.387
-0.134,-0.059,0.718,-8.057,-8.911,55.359
-0.163,0.021,0.766,-3.052,-9.033,62.866
-0.197,0.168,0.863,3.845,-7.568,69.458
-0.237,0.356,0.925,17.151,-5.310,74.036
-0.252,0.550,0.891,38.025,-4.028,77.881
-0.229,0.712,0.828,60.547,-5.615,79.468
-0.216,0.821,0.923,74.707,-8.179,78.491
-0.240,1.036,0.955,92.468,-9.216,75.378
-0.287,0.825,0.896,85.815,-9.705,68.787
-0.318,0.619,1.004,37.720,-10.864,66.101
-0.319,0.936,1.112,5.310,-5.981,60.608
-0.293,1.192,1.002,1.160,3.479,42.969
-0.252,1.187,0.909,-3.174,9.155,25.391
-0.206,1.212,0.820,1.526,10.376,13.672
-0.225,1.181,0.810,4.883,8.240,1.953
-0.235,1.121,0.845,4.089,5.615,-10.071
-0.224,1.093,0.869,3.906,4.578,-21.790
-0.224,1.060,0.882,5.127,4.089,-33.203
-0.216,0.955,0.874,5.127,3.479,-44.434
-0.207,0.859,0.849,2.869,2.563,-53.101
-0.199,0.775,0.806,-1.465,1.587,-59.937
-0.185,0.648,0.743,-6.287,0.000,-65.674
-0.175,0.519,0.763,-15.747,-1.526,-69.275
-0.185,0.531,0.832,-22.095,-1.160,-72.021
-0.162,0.557,0.748,-22.522,0.244,-77.881
-0.131,0.397,0.834,-27.649,-0.671,-83.374
-0.110,0.281,0.829,-26.611,-0.916,-81.604
-0.139,0.165,0.832,-20.325,-3.296,-77.698
-0.148,0.012,0.912,-19.043,-5.249,-70.923
-0.103,-0.081,0.863,-9.705,-5.127,-60.364
-0.098,-0.198,0.848,-5.188,-6.897,-50.476
-0.087,-0.253,0.787,-4.639,-7.690,-38.635
-0.081,-0.286,0.739,-8.057,-9.033,-26.428
-0.102,-0.286,0.731,-17.639,-10.193,-12.573
-0.096,-0.220,0.734,-26.184,-11.108,1.282
-0.095,-0.192,0.705,-26.611,-12.207,13.977
-0.120,-0.196,0.723,-27.344,-12.756,27.466
-0.134,-0.117,0.732,-24.170,-12.634,40.222
-0.138,-0.040,0.740,-18.066,-11.230,50.537
-0.144,0.023,0.727,-14.160,-10.071,59.021
-0.148,0.105,0.736,-11.292,-9.277,66.589
-0.146,0.236,0.765,-7.446,-8.240,72.937
-0.164,0.396,0.835,-1.282,-6.897,78.369
-0.194,0.532,0.823,8.301,-6.104,83.374
-0.196,0.515,0.774,10.010,-7.263,87.463
-0.130,0.911,0.899,16.174,-6.775,88.318
-0.319,1.367,1.005,49.011,-1.648,75.195
-0.376,1.023,1.049,25.757,3.540,57.312
-0.254,0.866,0.900,6.165,5.127,55.542

-0.126,-0.051,0.609,-15.808,-26.672,46.082
-0.164,0.037,0.701,-2.258,-30.212,54.321
-0.177,0.102,0.767,10.315,-33.813,61.584
-0.190,0.156,0.815,16.357,-36.438,68.359
-0.184,0.376,0.887,17.578,-36.194,73.364
-0.220,0.629,1.005,22.888,-33.386,73.120
-0.285,0.763,1.119,15.076,-26.184,70.068
-0.310,0.777,1.100,3.052,-19.104,67.139
-0.280,0.749,1.150,-16.602,-14.587,65.552
-0.289,0.906,1.160,-21.667,-10.010,60.547
-0.145,0.229,0.835,-21.545,0.854,-61.584
-0.126,0.021,0.807,-22.278,-0.916,-55.725
-0.135,-0.117,0.839,-25.024,-1.709,-45.227
-0.125,-0.132,0.785,-15.747,-0.366,-32.104
-0.101,-0.230,0.664,-12.512,-0.122,-21.118
-0.081,-0.320,0.633,-19.897,-2.747,-8.484
-0.083,-0.281,0.604,-19.775,-5.310,7.874
-0.099,-0.272,0.587,-18.066,-5.554,24.109
-0.120,-0.269,0.623,-20.264,-6.836,37.048
-0.139,-0.174,0.651,-16.602,-8.972,48.279
-0.156,-0.069,0.671,-13.306,-9.277,57.617
-0.168,0.034,0.703,-13.000,-8.728,65.430
-0.166,0.173,0.750,-14.954,-7.385,72.083
-0.180,0.365,0.837,-13.245,-6.287,76.233
-0.192,0.604,0.879,1.465,-6.042,78.735
-0.171,0.752,0.880,18.188,-6.409,79.224
-0.194,0.917,1.036,30.029,-8.301,77.271
-0.200,1.094,0.995,53.528,-8.362,73.669
-0.063,-0.048,0.656,-19.958,3.906,0.183
-0.065,-0.013,0.616,-19.470,0.549,11.292
-0.077,-0.046,0.615,-14.648,-2.441,23.193
-0.089,-0.077,0.642,-7.751,-6.958,35.522
-0.112,-0.076,0.685,-0.427,-10.864,46.631
-0.136,-0.073,0.731,5.493,-12.939,56.152
-0.162,-0.040,0.789,9.460,-13.306,64.514
-0.182,0.058,0.813,15.686,-12.268,71.533
-0.203,0.262,0.842,26.306,-11.047,76.843
-0.217,0.521,0.875,40.710,-9.216,78.735
-0.255,0.840,0.867,53.528,-7.629,75.806
-0.346,0.839,1.073,41.504,-4.944,70.007
-0.234,0.809,0.971,18.738,1.221,70.007
-0.257,0.685,0.959,-1.831,-1.404,70.557
-0.245,0.807,0.980,-20.813,-1.221,67.871
-0.224,1.016,0.915,-12.939,2.258,57.678
-0.224,1.094,0.890,-5.432,4.944,43.335
-0.230,1.087,0.839,3.113,5.798,31.250
-0.222,1.082,0.816,7.202,3.967,22.217
-0.251,1.049,0.818,7.874,1.343,13.794
-0.280,1.013,0.857,1.404,-0.610,4.272
-0.271,1.057,0.903,-5.127,0.854,-6.165
-0.236,1.132,0.881,-6.104,3.418,-19.409
-0.204,1.094,0.822,-6.287,3.967,-32.654
-0.177,0.984,0.759,-11.475,2.502,-42.786
-0.165,0.850,0.730,-17.151,-0.427,-50.171
-0.154,0.791,0.740,-20.325,-3.235,-56.213
-0.154,0.786,0.761,-17.700,-5.005,-62.866
-0.159,0.704,0.777,-17.395,-5.737,-70.984
-0.125,0.594,0.810,-23.315,-6.897,-77.393
-0.113,0.605,0.862,-27.527,-7.629,-81.360
-0.125,0.601,0.941,-29.785,-6.714,-86.304
-0.111,0.553,0.903,-20.264,-5.737,-88.806
-0.080,0.238,0.803,-11.841,-8.240,-86.914
-0.074,-0.128,0.867,-12.512,-12.695,-75.256
-0.097,-0.229,0.896,-6.104,-13.672,-57.800
-0.087,-0.304,0.873,-1.831,-12.390,-47.302
-0.077,-0.311,0.877,-7.019,-9.766,-38.452
-0.082,-0.233,0.799,-6.775,-5.188,-25.879
-0.097,-0.189,0.764,-8.484,-4.150,-13.062
-0.111,-0.169,0.729,-8.606,-5.981,-0.427
-0.118,-0.209,0.717,-7.324,-7.874,13.672
-0.118,-0.189,0.734,-7.507,-9.460,28.259
-0.133,-0.079,0.750,-0.061,-10.071,40.466
-0.150,0.010,0.763,10.498,-9.705,49.133
-0.165,0.053,0.754,19.958,-9.888,57.190
-0.158,0.100,0.768,28.015,-10.254,65.430
-0.159,0.226,0.789,38.391,-10.498,72.998
-0.186,0.334,0.757,49.561,-10.986,78.918
-0.195,0.422,0.774,48.706,-11.597,84.717
-0.191,0.716,0.892,40.649,-9.338,85.999
-0.286,1.167,0.984,44.800,-4.761,76.599
-0.314,0.921,1.053,18.494,2.075,63.538
-0.228,0.707,0.965,-14.526,4.211,63.049
-0.220,0.804,0.917,-33.997,2.869,62.622
-0.219,0.981,0.904,-36.255,6.531,51.270
-0.214,1.244,0.867,-19.714,10.071,34.790
-0.222,1.296,0.778,3.662,11.841,17.700
-0.213,1.149,0.735,8.362,7.751,6.104
-0.189,1.023,0.707,7.202,2.502,1.526
-0.205,1.004,0.765,4.944,-2.625,-4.211
-0.247,1.045,0.817,3.845,-4.272,-14.282
-0.262,1.083,0.853,3.235,-3.723,-28.015
-0.259,1.080,0.853,1.404,-1.953,-42.114
-0.237,1.015,0.814,-1.587,-0.793,-53.955
-0.199,0.921,0.766,-6.104,-1.404,-62.866
-0.176,0.821,0.743,-9.827,-3.296,-70.557
-0.131,0.681,0.719,-15.015,-5.371,-77.332
-0.105,0.653,0.752,-22.339,-8.179,-82.642
-0.123,0.655,0.846,-26.917,-8.606,-89.478
-0.120,0.635,0.882,-24.109,-7.690,-95.032
-0.085,0.352,0.777,-15.625,-8.484,-96.130
-0.105,-0.009,0.905,-19.287,-13.550,-87.341
-0.066,-0.081,0.847,-8.179,-13.794,-71.045
-0.027,-0.248,0.865,-6.653,-13.855,-62.866
-0.026,-0.331,0.841,-12.207,-13.000,-53.833
-0.053,-0.329,0.802,-8.362,-9.216,-39.001
-0.096,-0.368,0.798,-9.521,-8.667,-23.071
-0.101,-0.402,0.789,-10.803,-9.094,-8.118
-0.123,-0.376,0.761,-9.888,-9.399,6.165
-0.155,-0.346,0.797,-9.705,-10.498,21.545
-0.171,-0.216,0.847,-5.737,-9.460,36.560
-0.185,-0.032,0.868,4.272,-7.385,47.485
-0.204,0.116,0.842,12.634,-5.676,55.176
-0.196,0.157,0.787,16.846,-4.761,63.049
-0.177,0.184,0.774,18.127,-4.761,72.083
-0.179,0.308,0.763,25.574,-5.310,80.750
-0.203,0.317,0.704,34.851,-6.104,86.975
-0.193,0.207,0.640,30.823,-7.629,94.727
-0.178,0.150,0.567,17.639,-10.132,104.187
-0.157,0.579,0.612,9.827,-14.343,108.887

-0.171,0.752,0.880,18.188,-6.409,79.224
-0.194,0.917,1.036,30.029,-8.301,77.271
-0.200,1.094,0.995,53.528,-8.362,73.669
-0.063,-0.048,0.656,-19.958,3.906,0.183
-0.065,-0.013,0.616,-19.470,0.549,11.292
-0.077,-0.046,0.615,-14.648,-2.441,23.193
-0.089,-0.077,0.642,-7.751,-6.958,35.522
-0.112,-0.076,0.685,-0.427,-10.864,46.631
-0.136,-0.073,0.731,5.493,-12.939,56.152
-0.162,-0.040,0.789,9.460,-13.306,64.514
-0.182,0.058,0.813,15.686,-12.268,71.533
-0.203,0.262,0.842,26.306,-11.047,76.843
-0.217,0.521,0.875,40.710,-9.216,78.735
-0.255,0.840,0.867,53.528,-7.629,75.806
-0.346,0.839,1.073,41.504,-4.944,70.007
-0.147,0.459,0.826,-27.588,-5.310,-64.087
-0.126,0.490,0.830,-25.391,-3.296,-66.956
-0.110,0.492,0.844,-18.066,-2.869,-68.970
-0.107,0.415,0.773,-6.836,-3.662,-67.017
-0.100,0.184,0.741,-4.028,-6.836,-61.890
-0.122,-0.019,0.814,-6.897,-9.277,-51.147
-0.096,-0.111,0.800,-4.272,-8.484,-37.842
-0.055,-0.215,0.736,-5.310,-7.446,-28.503
-0.035,-0.231,0.704,-12.085,-6.897,-18.311
-0.037,-0.137,0.654,-14.038,-6.531,-6.714
-0.058,-0.062,0.639,-17.761,-8.057,4.517
-0.078,-0.005,0.629,-19.470,-10.315,15.808
-0.105,0.038,0.666,-16.724,-12.085,27.039
-0.125,0.120,0.685,-9.460,-13.733,37.231
-0.141,0.177,0.709,-1.404,-14.404,45.654
-0.148,0.215,0.732,5.676,-14.832,52.917
-0.166,0.250,0.764,12.268,-14.709,60.059
-0.185,0.361,0.832,17.517,-13.733,66.223
-0.200,0.557,0.839,28.137,-11.597,70.313
-0.216,0.693,0.858,37.842,-10.010,70.862
-0.218,0.915,0.961,50.537,-8.728,69.214
-0.239,0.941,0.832,74.341,-8.728,63.965
-0.283,0.656,0.881,65.247,-12.939,60.364
-0.287,0.762,0.919,47.852,-10.925,59.509
-0.338,0.974,1.017,30.945,-5.737,48.340
-0.358,1.255,1.093,9.766,2.380,30.029
-0.303,1.373,0.975,1.953,10.742,8.850
-0.257,1.188,0.917,-14.771,12.146,-5.615
-0.222,1.154,0.886,-24.292,12.512,-11.902
-0.201,1.135,0.864,-18.433,10.986,-21.606
-0.197,1.015,0.825,-8.789,8.057,-32.776
-0.188,0.881,0.814,0.549,5.737,-41.260
-0.178,0.760,0.773,6.470,3.174,-46.692
-0.185,0.676,0.755,6.958,-0.610,-50.171
-0.187,0.559,0.737,4.883,-3.296,-52.856
-0.184,0.413,0.730,-6.714,-4.395,-53.833
-0.186,0.354,0.786,-20.569,-4.944,-53.711
-0.199,0.410,0.807,-29.175,-3.113,-55.359
-0.164,0.423,0.872,-35.950,-1.099,-60.242
-0.123,0.462,0.835,-30.640,1.770,-62.439
-0.125,0.390,0.803,-21.545,0.427,-61.829
-0.120,0.229,0.819,-19.775,-2.075,-57.312
-0.123,0.082,0.880,-16.724,-3.723,-48.645
-0.121,0.029,0.892,-9.094,-4.395,-38.452
-0.085,-0.065,0.830,-3.174,-2.686,-31.006
-0.064,-0.131,0.783,-7.263,-1.709,-22.095
-0.041,-0.093,0.694,-12.329,-1.160,-10.315
-0.035,-0.059,0.681,-19.653,-2.930,0.854
-0.052,0.033,0.642,-20.020,-4.578,13.245
-0.072,0.066,0.632,-17.090,-5.310,24.109
-0.084,0.088,0.628,-12.268,-7.202,33.508
-0.102,0.117,0.655,-5.859,-9.399,42.358
-0.127,0.142,0.676,0.854,-10.925,49.500
-0.141,0.155,0.684,7.996,-11.841,56.091
-0.149,0.170,0.718,10.803,-12.878,62.988
-0.151,0.320,0.785,14.893,-13.000,68.726
-0.164,0.557,0.772,32.166,-11.597,71.350
-0.199,0.702,0.834,45.959,-11.780,71.960
-0.194,0.966,0.936,64.331,-11.658,72.144
-0.240,0.931,0.837,88.135,-13.062,68.420
-0.257,0.835,0.849,85.693,-18.555,66.467
-0.330,0.859,1.040,77.087,-18.005,61.096
-0.354,1.036,1.124,61.584,-10.803,48.401
-0.348,1.144,1.094,46.326,-3.540,31.616
-0.356,1.092,1.006,18.555,0.122,15.076
-0.286,1.120,0.943,-7.385,4.211,2.319
-0.198,1.177,0.848,-18.066,8.240,-10.315
-0.148,1.204,0.789,-15.137,10.010,-24.353
-0.129,1.128,0.745,-2.014,10.010,-36.377
-0.113,0.992,0.762,10.925,6.775,-45.288
-0.118,0.899,0.805,19.897,0.793,-52.246
-0.145,0.800,0.812,26.611,-3.906,-57.800
-0.148,0.647,0.775,25.574,-6.836,-60.974
-0.150,0.477,0.734,18.127,-9.094,-61.157
-0.178,0.418,0.779,4.333,-11.353,-60.669
-0.187,0.424,0.790,-5.981,-10.498,-63.660
-0.183,0.402,0.818,-16.602,-7.812,-69.946
-0.174,0.428,0.875,-20.142,-6.104,-75.073
-0.155,0.400,0.831,-13.062,-4.456,-78.613
-0.156,0.357,0.918,-6.592,-5.554,-78.979
-0.142,0.242,0.850,1.160,-5.249,-76.965
-0.151,0.052,0.918,-4.333,-7.568,-71.960
-0.150,-0.129,0.868,-7.446,-6.714,-62.073
-0.118,-0.340,0.922,-15.137,-6.653,-50.049
-0.066,-0.446,0.808,-19.104,-3.784,-34.546
-0.054,-0.485,0.710,-27.222,-1.648,-19.165
-0.060,-0.373,0.654,-37.659,-2.014,-4.578
-0.073,-0.197,0.666,-39.917,-3.052,7.568
-0.110,-0.083,0.661,-29.236,-2.380,19.531
-0.165,-0.140,0.728,-23.315,-2.930,33.020
-0.185,-0.164,0.778,-20.508,-4.272,48.096
-0.192,-0.113,0.791,-15.686,-4.761,60.852
-0.193,-0.049,0.761,-9.033,-3.662,69.946
-0.192,0.005,0.713,-3.174,-2.747,77.576
-0.197,0.098,0.753,0.244,-2.136,85.510
-0.215,0.331,0.790,9.827,-2.502,91.492
-0.263,0.459,0.726,19.104,-5.127,93.933
-0.291,0.454,0.793,11.536,-8.545,97.168
-0.287,0.771,0.936,17.883,-9.521,99.548
-0.347,1.120,0.920,47.668,-11.169,92.102
-0.416,1.160,0.826,56.091,-13.428,78.552
-0.467,0.815,1.213,21.423,-14.221,65.369
-0.403,1.343,1.275,4.333,-2.930,57.312
-0.384,1.504,1.128,18.494,6.165,35.339

-0.110,0.492,0.844,-18.066,-2.869,-68.970
-0.107,0.415,0.773,-6.836,-3.662,-67.017
-0.100,0.184,0.741,-4.028,-6.836,-61.890
-0.122,-0.019,0.814,-6.897,-9.277,-51.147
-0.096,-0.111,0.800,-4.272,-8.484,-37.842
-0.055,-0.215,0.736,-5.310,-7.446,-28.503
-0.035,-0.231,0.704,-12.085,-6.897,-18.311
-0.037,-0.137,0.654,-14.038,-6.531,-6.714
-0.058,-0.062,0.639,-17.761,-8.057,4.517
-0.078,-0.005,0.629,-19.470,-10.315,15.808
-0.105,0.038,0.666,-16.724,-12.085,27.039
-0.125,0.120,0.685,-9.460,-13.733,37.231
-0.141,0.177,0.709,-1.404,-14.404,45.654
-0.148,0.215,0.732,5.676,-14.832,52.917
-0.166,0.250,0.764,12.268,-14.709,60.059
-0.185,0.361,0.832,17.517,-13.733,66.223
-0.200,0.557,0.839,28.137,-11.597,70.313
-0.216,0.693,0.858,37.842,-10.010,70.862
-0.218,0.915,0.961,50.537,-8.728,69.214
-0.239,0.941,0.832,74.341,-8.728,63.965
-0.283,0.656,0.881,65.247,-12.939,60.364
-0.287,0.762,0.919,47.852,-10.925,59.509
-0.338,0.974,1.017,30.945,-5.737,48.340
-0.158,-0.218,0.867,-6.958,-6.287,-34.485
-0.100,-0.409,0.854,-13.794,-1.526,-23.010
-0.052,-0.335,0.766,-21.301,3.662,-10.315
-0.064,-0.194,0.703,-29.419,4.150,-0.183
-0.083,-0.023,0.639,-32.104,3.113,10.254
-0.097,0.089,0.622,-31.799,1.099,20.813
-0.113,0.139,0.629,-26.489,-1.343,32.227
-0.128,0.201,0.674,-19.897,-4.822,43.152
-0.144,0.214,0.672,-6.592,-7.935,51.453
-0.147,0.145,0.704,2.441,-11.047,59.082
-0.147,0.151,0.729,10.742,-12.695,67.017
-0.142,0.258,0.713,20.752,-13.367,73.608
-0.163,0.370,0.781,27.283,-13.062,77.637
-0.186,0.710,0.858,40.955,-10.132,79.285
-0.208,0.942,0.823,65.247,-7.202,74.829
-0.240,0.955,0.927,56.335,-7.263,68.604
-0.305,1.083,0.925,39.734,-6.714,61.768
-0.347,0.849,1.018,4.272,-5.310,50.720
-0.256,1.065,0.993,-11.597,-0.916,45.593
-0.295,1.341,0.896,4.700,2.625,31.311
-0.313,1.218,0.767,10.376,3.418,13.000
-0.269,1.018,0.756,1.648,0.671,3.296
-0.230,1.063,0.837,-1.465,-0.244,-3.296
-0.250,1.200,0.838,5.981,0.732,-14.832
-0.261,1.139,0.828,10.742,0.977,-29.419
-0.245,0.948,0.839,5.432,0.916,-40.222
-0.225,0.838,0.824,2.686,0.488,-45.837
-0.236,0.770,0.787,1.831,-0.610,-50.293
-0.247,0.686,0.776,-0.916,-1.160,-55.420
-0.232,0.597,0.759,-6.409,-0.793,-60.059
-0.228,0.509,0.745,-13.672,-0.793,-63.965
-0.208,0.468,0.791,-25.146,-1.343,-66.833
-0.180,0.547,0.851,-31.921,-0.793,-71.045
-0.169,0.592,0.884,-34.851,1.465,-77.759
-0.156,0.546,0.879,-28.503,1.648,-80.933
-0.135,0.338,0.786,-17.029,-1.221,-77.454
-0.115,-0.005,0.851,-19.775,-6.104,-67.505
-0.137,-0.094,0.908,-14.832,-8.301,-51.575
-0.112,-0.192,0.842,-7.263,-8.057,-40.710
-0.068,-0.258,0.890,-14.038,-6.470,-31.494
-0.031,-0.196,0.765,-12.024,-2.014,-19.958
-0.056,-0.171,0.713,-14.709,-1.770,-8.667
-0.076,-0.101,0.703,-18.677,-3.784,3.296
-0.078,-0.080,0.670,-14.893,-5.371,14.771
-0.095,-0.100,0.697,-10.620,-7.996,27.161
-0.119,-0.040,0.719,-2.319,-9.888,39.795
-0.144,0.027,0.726,9.338,-11.169,49.744
-0.154,0.047,0.721,16.113,-11.780,58.105
-0.163,0.087,0.720,19.226,-12.024,65.735
-0.177,0.175,0.764,21.545,-12.268,72.632
-0.202,0.383,0.768,30.334,-11.780,78.125
-0.235,0.449,0.750,38.086,-12.085,81.299
-0.228,0.632,0.880,40.894,-12.146,84.717
-0.244,0.862,0.853,68.115,-11.841,83.557
-0.293,0.797,0.939,69.946,-13.672,79.041
-0.304,1.080,1.004,60.913,-12.451,73.669
-0.415,1.118,1.069,41.443,-6.958,58.777
-0.388,0.926,1.101,-1.343,0.854,45.837
-0.297,1.218,0.989,-16.418,5.310,38.391
-0.310,1.339,0.872,-13.184,8.545,20.813
-0.285,1.212,0.838,-20.569,9.949,3.052
-0.232,1.200,0.882,-20.203,10.254,-8.789
-0.211,1.225,0.889,-12.756,10.010,-21.301
-0.197,1.164,0.849,-2.075,8.484,-34.546
-0.183,1.011,0.822,2.808,5.615,-44.617
-0.163,0.880,0.794,5.981,2.930,-50.354
-0.167,0.777,0.786,6.897,0.488,-53.772
-0.179,0.679,0.776,1.831,-1.160,-57.068
-0.185,0.551,0.784,-7.263,-0.793,-60.486
-0.187,0.495,0.782,-19.226,0.122,-63.293
-0.163,0.459,0.795,-29.419,1.343,-67.444
-0.135,0.485,0.894,-41.504,3.723,-73.059
-0.115,0.628,0.865,-39.978,8.667,-78.186
-0.099,0.599,0.841,-29.541,9.277,-82.886
-0.086,0.442,0.767,-21.667,6.348,-81.116
-0.072,0.184,0.759,-19.897,2.197,-74.097
-0.119,0.136,0.872,-15.747,-2.258,-63.110
-0.106,0.154,0.818,-0.854,-1.526,-56.458
-0.091,-0.016,0.836,-1.770,-0.916,-54.199
-0.084,-0.100,0.800,-7.996,0.488,-45.532
-0.089,-0.074,0.792,-12.573,1.465,-34.058
-0.082,-0.011,0.692,-10.559,2.075,-24.597
